,Common Name,Kingdom,Phylum,Class,Link,Description,biogeographic realm,eats,geographic distribution includes,habitat,has host,life span,litters per year,locomotion,population trend,prenatal development duration,preys on,weight,auditory system,ecoregion,hearing range,hearing threshold,mineralized skeleton contains,type specimen repository,visual system,body mass,genome size,behavioral circadian rhythm,is vector for,has ectoparasite,conservation status,bill length,body length,ecomorphological guild,foraging habitat,tarsometatarsus + middle toe length,temperature at range midpoint latitude,trophic guild,clutch/brood/litter size,parasitized by,body shape,diet includes,mating system,native range includes,parental care,social system,growth rate,motility,trophic level,onset of fertility,mutualistic with,visits flowers of,basal metabolic rate,initial mortality rate,sensory system,parasite of,number of public records in bold,symbiont of,host of,tarsus length,middle toe length,body temperature,is eaten by,has endoparasite,egg mass,harvested in,used for
0,Spanish sparrow,Animalia,Chordata,Aves,https://eol.org/pages/45513732,"Passer hispaniolensis (Spanish Sparrow) is a species of birds in the family Old World sparrows. They are found in Afrotropics, the indo-malayan realm, and the palearctic. They are diurnal. They have parental care (pair provides care). They rely on flight to move around.",Afrotropics,Ficus carica L. (Fig),Albania,hedge,,11.2 years,,flight,Decreasing,,,24.2 g,tympanic middle ear,,,,,,corneal eyes,,,,,,,,,,terrestrial,,,granivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Sparkling violetear,Animalia,Chordata,Aves,https://eol.org/pages/45512258,"Colibri coruscans (Sparkling Violet Ear) is a species of birds in the family hummingbirds. They are listed in cites appendix ii. They are found in The Neotropics. They visit flowers of mountain immortelle, Cigar flower, marmalade bush, and Aloe. They rely on flight to move around.",The Neotropics,Erythrina rubrinervia Kunth,United States,terrestrial,,,,flight,Unknown,,,,tympanic middle ear,,,,apatite,,corneal eyes,8.300000000000001 g,,,,,cites appendix ii,,,,,,,,,,,,,,,,,,,,,Erythrina poeppigiana (Walp.) O. F. Cook (mountain immortelle),,,,,,,,,,,,,,,
0,Speckled antshrike,Animalia,Chordata,Aves,https://eol.org/pages/45509810,Xenornis setifrons (Speckled Antshrike) is a species of birds in the family typical antbirds. They are listed as near threatened by IUCN. They are found in The Neotropics. They rely on flight to move around.,The Neotropics,,Colombia,"tropical,terrestrial",,,,bipedal movement,Decreasing,,,,tympanic middle ear,,,10 dB,apatite,,corneal eyes,24.6 g,,,,,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Speckled boobook,Animalia,Chordata,Aves,https://eol.org/pages/1178339,Ninox punctulata (Speckled Boobook) is a species of birds in the family typical owls. They are listed in cites appendix ii. They are found in australasia. They rely on flight to move around.,australasia,,Indonesia,"river,terrestrial",,,,bipedal movement,Stable,,,,otoliths,Sulawesi Lowland Rain Forests,,-15 dB,apatite,,corneal eyes,,,,,,cites appendix ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Speckled chachalaca,Animalia,Chordata,Aves,https://eol.org/pages/45512017,Ortalis guttata (Speckled Chachalaca) is a species of birds in the family Cracidae. They are found in The Neotropics. They rely on flight to move around.,The Neotropics,Archontophoenix cunninghamiana (H. Wendl.) H. Wendl. & Drude,Bolivia,terrestrial,,,,flight,Unknown,,,,tympanic middle ear,Llanos,5000 Hz,20 dB,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Speckled hummingbird,Animalia,Chordata,Aves,https://eol.org/pages/45512331,Adelomyia melanogenys (Speckled Hummingbird) is a species of birds in the family hummingbirds. They are listed in cites appendix ii. They are found in The Neotropics. They visit flowers of Palicourea semirasa. They rely on flight to move around.,The Neotropics,,Colombia,"mountain,terrestrial",,,,flight,Unknown,,,,tympanic middle ear,,,,apatite,,corneal eyes,5.3 g,,,,,cites appendix ii,,,,,,,,,,,,,,,,,,,,,Palicourea semirasa Standl.,,,,,,,,,,,,,,,
0,Speckled mourner,Animalia,Chordata,Aves,https://eol.org/pages/45509901,Laniocera rufescens (Speckled Mourner) is a species of birds in the family Tityridae. They are found in The Neotropics. They rely on flight to move around.,The Neotropics,,Belize,"subtropical,freshwater habitat",,,,bipedal movement,Decreasing,,,,tympanic middle ear,Magdalena-Urabá Moist Forests,,10 dB,apatite,,corneal eyes,56 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Speckled mousebird,Animalia,Chordata,Aves,https://eol.org/pages/45514046,"Colius striatus (Speckled Mousebird) is a species of birds in the family mousebirds. They are found in Afrotropics. They visit flowers of Coral Tree, gum, Aloe, and acacia. They are diurnal. They rely on flight to move around.",Afrotropics,Termitidae (higher termites),United States,arid,,11.5 years,,flight,Increasing,14 days,,51 g,,,,,,NHMUK,,,,,Melia azedarach L. (Chinaberrytree),,,,,,,,,,,,,,,,,,,,,,,Sideroxylon inerme L.,,,,,,,,,,,,,,,
0,Speckled piculet,Animalia,Chordata,Aves,https://eol.org/pages/45516542,Picumnus innominatus (Speckled Piculet) is a species of birds in the family woodpeckers. They are found in the palearctic and the indo-malayan realm. They rely on flight to move around.,the palearctic,,Indonesia,"montane forest,terrestrial",,,,flight,Decreasing,,,,tympanic middle ear,Luang Prabang Montane Rain Forests,,20 dB,apatite,,corneal eyes,12.5 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Speckled pigeon,Animalia,Chordata,Aves,https://eol.org/pages/45515842,Columba guinea (Speckled Pigeon) is a species of birds in the family Columbidae. They are found in Afrotropics. They are diurnal. They have parental care (pair provides care). They rely on flight to move around.,Afrotropics,Osteospermum moniliferum ssp. moniliferum (Boneseed),Mozambique,lake,,,,flight,Stable,,,,tympanic middle ear,,,,,,corneal eyes,352 g,,diurnal,,,,,,,terrestrial,,,granivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Speckled rail,Animalia,Chordata,Aves,https://eol.org/pages/915097,Coturnicops notatus (Speckled Crake) is a species of birds in the family rails. They are found in The Neotropics. They rely on flight to move around.,The Neotropics,,Argentina,"subtropical,terrestrial",,,,flight,Decreasing,,,,tympanic middle ear,Alto Paraná Atlantic Forests,,20 dB,apatite,,corneal eyes,30 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Speckled reed warbler,Animalia,Chordata,Aves,https://eol.org/pages/45518964,Acrocephalus sorghophilus (Speckled Reed Warbler) is a species of birds in the family Acrocephalidae. They are listed as endangered by IUCN. They are found in the indo-malayan realm and the palearctic. They rely on flight to move around.,the indo-malayan realm,,The Philippines,freshwater habitat,,,,flight,Decreasing,,,,tympanic middle ear,Jian Nan Subtropical Evergreen Forests,5000 Hz,10 dB,apatite,,corneal eyes,,,,,,endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Speckled spinetail,Animalia,Chordata,Aves,https://eol.org/pages/918277,Cranioleuca gutturata (Speckled Spinetail) is a species of birds in the family ovenbirds. They are found in The Neotropics. They rely on flight to move around.,The Neotropics,,Venezuela,tropical,,,,flight,,,,,tympanic middle ear,Guianan Highlands Moist Forests,5000 Hz,10 dB,apatite,,corneal eyes,14.9 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Speckled tinkerbird,Animalia,Chordata,Aves,https://eol.org/pages/1177707,Pogoniulus scolopaceus (Speckled Tinkerbird) is a species of birds in the family African barbets. They are found in Afrotropics. They rely on flight to move around.,Afrotropics,Celtis (hackberry),South Atlantic,coastal,,,,flight,Decreasing,,,,,,,,,NHMUK,corneal eyes,,,,Celtis zenkeri Engl.,,,15.1 mm,,,,,22.98 degrees celsius,,,,,,,,,,,,,,,,,,,,,,,15.2 mm,,,,,,,
0,Speckled warbler,Animalia,Chordata,Aves,https://eol.org/pages/45518107,Pyrrholaemus sagittatus (Speckled Warbler) is a species of birds in the family Acanthizidae. They rely on flight to move around.,,,Australia,"temperate,terrestrial",,,,bipedal movement,Decreasing,,,,tympanic middle ear,,5000 Hz,10 dB,apatite,,corneal eyes,17.5 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Speckled wood pigeon,Animalia,Chordata,Aves,https://eol.org/pages/45516183,Columba hodgsonii (Speckled Wood Pigeon) is a species of birds in the family Columbidae. They are found in the palearctic and the indo-malayan realm. They rely on flight to move around.,the palearctic,,Thailand,terrestrial,,,,flight,Stable,,,,tympanic middle ear,Ordos Plateau Steppe,5000 Hz,20 dB,apatite,,corneal eyes,,,,,Coloceras indicum (Tendeiro 1973),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Spectacled barwing,Animalia,Chordata,Aves,https://eol.org/pages/45517262,Actinodura ramsayi (Spectacled Barwing) is a species of birds in the family Leiothrichidae. They are found in the indo-malayan realm and the palearctic. They rely on flight to move around.,the indo-malayan realm,,China,tropical,,,,bipedal movement,,,,,tympanic middle ear,Northern Triangle Temperate Forests,5000 Hz,10 dB,apatite,(CM) - CM Birds Collection {http://www.carnegiemnh.org/birds/index.html},corneal eyes,41.3 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Spectacled bristle tyrant,Animalia,Chordata,Aves,https://eol.org/pages/45513049,Pogonotriccus orbitalis (Spectacled Bristle Tyrant) is a species of birds in the family tyrant flycatchers. They rely on flight to move around.,,,,"subtropical,terrestrial",,,,bipedal movement,Decreasing,,,,otoliths,,1000 Hz,10 dB,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Spectacled bulbul,Animalia,Chordata,Aves,https://eol.org/pages/919953,Pycnonotus erythropthalmos (Spectacled Bulbul) is a species of birds in the family bulbuls. They are found in the indo-malayan realm. They rely on flight to move around.,the indo-malayan realm,Ficus sagittata J. König ex Vahl,Brunei,,,,,flight,,,,,tympanic middle ear,Tenasserim-South Thailand Semi-Evergreen Rain Forests,5000 Hz,10 dB,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,Ficus (fig),,,,,,,,,,,,,,,,
0,Spectacled cormorant,Animalia,Chordata,Aves,https://eol.org/pages/45516070,Phalacrocorax perspicillatus (Pallas's Cormorant) is a species of birds in the family cormorants. They rely on flight to move around.,,,Bering Sea,coastal,,,,bipedal movement,,,,,tympanic middle ear,,5000 Hz,20 dB,apatite,,corneal eyes,,,,,,,,,nectonic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Spectacled eider,Animalia,Chordata,Aves,https://eol.org/pages/45510585,Somateria fischeri (Spectacled Eider) is a species of birds in the family Anatidae. They are listed as near threatened by IUCN. They are associated with freshwater habitat. They are native to The Nearctic. They are diurnal. They have parental care (female provides care). They rely on flight and drag powered swimming to move around.,The Nearctic,,United States,,,18 years,,flight,Decreasing,,,1558 g,,,,,,,,,,,,,,,,nectonic,freshwater,,,invertivore,,,bilaterally symmetric,,,The Nearctic,,group living,,,,,,,,,,,,,,,,,,,,,
0,Spectacled finch,Animalia,Chordata,Aves,https://eol.org/pages/45517678,Callacanthis burtoni (Spectacled Finch) is a species of birds in the family finches. They are found in the palearctic and the indo-malayan realm. They rely on flight to move around.,the palearctic,,India,"temperate,terrestrial",,,,bipedal movement,Stable,,,,tympanic middle ear,Sulaiman Range Alpine Meadows,5000 Hz,10 dB,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Spectacled flowerpecker,Animalia,Chordata,Aves,https://eol.org/pages/53334884,Dicaeum_Prionochilus sp.nov._Danum ('Spectacled' Flowerpecker) is a species of .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Spectacled fulvetta,Animalia,Chordata,Aves,https://eol.org/pages/1052713,Fulvetta ruficapilla (Spectacled Fulvetta) is a species of birds in the family Sylviidae. They rely on flight to move around.,,,China,"temperate,terrestrial",,,,bipedal movement,Increasing,,,,tympanic middle ear,,5000 Hz,10 dB,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Spectacled guillemot,Animalia,Chordata,Aves,https://eol.org/pages/45516179,Cepphus carbo (Spectacled Guillemot) is a species of birds in the family auks. They are found in the palearctic. They are diurnal. They have parental care (pair provides care). They rely on flight and lift powered swimming to move around.,the palearctic,Clupea harengus Linnaeus 1758 (Herring),North Pacific,marine,,,,flight,Decreasing,,,,tympanic middle ear,,,,,,corneal eyes,490 g,,,,,,,,nectonic,marine pelagic,,,vertivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Spectacled imperial pigeon,Animalia,Chordata,Aves,https://eol.org/pages/45516309,Ducula perspicillata (Spectacled Imperial Pigeon) is a species of birds in the family Columbidae. They are found in australasia. They rely on flight to move around.,australasia,,Indonesia,"tropical,terrestrial",,,,bipedal movement,Stable,,,,tympanic middle ear,Buru Rain Forests,,20 dB,apatite,,corneal eyes,730 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Spectacled monarch,Animalia,Chordata,Aves,https://eol.org/pages/45516888,Symposiachrus trivirgatus (Spectacled Monarch) is a species of birds in the family monarch flycatchers. They rely on flight to move around.,,,Australia,"tropical,terrestrial",,,,bipedal movement,Stable,,,,tympanic middle ear,,5000 Hz,10 dB,apatite,,corneal eyes,,,,,,,,,,,,,,,Haemoproteus,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Spectacled owl,Animalia,Chordata,Aves,https://eol.org/pages/45510735,Pulsatrix perspicillata (Spectacled Owl) is a species of birds in the family typical owls. They are listed in cites appendix ii. They are native to The Neotropics. They are diurnal carnivores. They have parental care (female provides care and paternal care). They rely on flight to move around.,The Neotropics,,French Guiana,,,25 years,,flight,Decreasing,36 days,,,,,,,,,,,,,,,,,,,,,,vertivore,,,bilaterally symmetric,insects,monogamous,The Neotropics,provisioning,,,,,,,,,,,,,,,,,,,,,,
0,Spectacled parrotbill,Animalia,Chordata,Aves,https://eol.org/pages/45518846,Sinosuthora conspicillata (Spectacled Parrotbill) is a species of birds in the family Sylviidae. They rely on flight to move around.,,,China,"subtropical,terrestrial",,,,bipedal movement,Unknown,,,,tympanic middle ear,,5000 Hz,10 dB,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Spectacled parrotlet,Animalia,Chordata,Aves,https://eol.org/pages/45511641,Forpus conspicillatus (Spectacled Parrotlet) is a species of birds in the family parrots. They are listed in cites appendix ii. They are found in The Neotropics. They visit flowers of African Tuliptree. They are diurnal. They rely on flight to move around.,The Neotropics,Smallanthus pyramidalis (Triana) H. Rob.,Panama,"mountain,terrestrial",,,,flight,Increasing,,,,tympanic middle ear,,,,,,corneal eyes,28.2 g,,diurnal,,,,,,,,,,,,,,,,,,,,,,,,Spathodea campanulata Beauv. (African Tuliptree),,,,,,,,,,,,,,,
0,Spectacled petrel,Animalia,Chordata,Aves,https://eol.org/pages/45512129,Procellaria conspicillata (Spectacled Petrel) is a species of birds in the family Procellariidae. They are listed as vulnerable by IUCN. They rely on flight to move around.,,Illex Steenstrup 1880,Saint Helena,"marine,terrestrial",,,,bipedal movement,Increasing,,,,tympanic middle ear,,,20 dB,apatite,,corneal eyes,,,,,,vulnerable,,,nectonic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Spectacled prickletail,Animalia,Chordata,Aves,https://eol.org/pages/1050183,Siptornis striaticollis (Spectacled Prickletail) is a species of birds in the family ovenbirds. They are found in The Neotropics. They rely on flight to move around.,The Neotropics,,Colombia,"subtropical,terrestrial",,,,bipedal movement,Stable,,,,tympanic middle ear,,,10 dB,apatite,"Harvard UNiversity, Museum of Comparative Zoology",corneal eyes,13 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Spectacled spiderhunter,Animalia,Chordata,Aves,https://eol.org/pages/45517643,Arachnothera flavigaster (Spectacled Spiderhunter) is a species of birds in the family Sunbirds. They are found in the indo-malayan realm. They rely on flight to move around.,the indo-malayan realm,,Brunei,"tropical,terrestrial",,,,bipedal movement,Decreasing,,,,tympanic middle ear,Kinabalu Montane Alpine Meadows,,10 dB,apatite,,corneal eyes,38.4 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Spectacled tern,Animalia,Chordata,Aves,https://eol.org/pages/60278421,Sterna lunata (Gray Backed Tern) is a species of .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Spectacled tetraka,Animalia,Chordata,Aves,https://eol.org/pages/1051223,Xanthomixis zosterops (Spectacled Tetraka) is a species of birds in the family Bernieridae. They rely on flight to move around.,,,Madagascar,"subtropical,terrestrial",,,,bipedal movement,Decreasing,,,,tympanic middle ear,,5000 Hz,10 dB,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Spectacled thrush,Animalia,Chordata,Aves,https://eol.org/pages/45510227,Turdus nudigenis (Spectacled Thrush) is a species of birds in the family thrushes. They are found in The Neotropics. They rely on flight to move around.,The Neotropics,Carica (papaya),Venezuela,terrestrial,,,,flight,Stable,,,,tympanic middle ear,http://eol.org/schema/terms/Maranhao_Babaτu_forests,,10 dB,apatite,,corneal eyes,74.5 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Spectacled tyrannulet,Animalia,Chordata,Aves,https://eol.org/pages/45513032,Zimmerius improbus (Specious Tyrannulet) is a species of birds in the family tyrant flycatchers. They are found in The Neotropics. They rely on flight to move around.,The Neotropics,,Colombia,mountain,,,,bipedal movement,,,,,tympanic middle ear,Venezuelan Andes Montane Forests,5000 Hz,10 dB,apatite,,corneal eyes,10.9 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Spectacled tyrant,Animalia,Chordata,Aves,https://eol.org/pages/45513187,Hymenops perspicillatus (Spectacled Tyrant) is a species of birds in the family tyrant flycatchers. They are found in The Neotropics. They rely on flight to move around.,The Neotropics,,South Pacific,"tropical,terrestrial",,,,flight,Stable,,,,tympanic middle ear,,,10 dB,apatite,,corneal eyes,24.7 g,,,,,,,,nectonic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Spectacled warbler,Animalia,Chordata,Aves,https://eol.org/pages/45515474,Sylvia conspicillata (Spectacled Warbler) is a species of birds in the family Sylviidae. They are found in Afrotropics and the palearctic. They rely on flight to move around.,Afrotropics,Berberis vulgaris L. (Common Barberry),North Atlantic,freshwater habitat,,,,flight,Unknown,,,,tympanic middle ear,mediterranean dry woodlands and steppe,,10 dB,apatite,,corneal eyes,13.1 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Spectacled weaver,Animalia,Chordata,Aves,https://eol.org/pages/45514949,Ploceus ocularis (Spectacled Weaver) is a species of birds in the family Weavers & allies. They are found in Afrotropics. They rely on flight to move around.,Afrotropics,Phoenix reclinata Jacq. (Senegal date palm),South Atlantic,"arid,terrestrial",,,,flight,Stable,,,,tympanic middle ear,,,10 dB,apatite,,corneal eyes,28.7 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Spectacled whitestart,Animalia,Chordata,Aves,https://eol.org/pages/1286100,Myioborus melanocephalus melanocephalus (Spectacled Whitestart) is a subspecies of birds in the family New World warblers. They rely on flight to move around.,,,,,,,,flight,,,,,tympanic middle ear,,5000 Hz,10 dB,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
