,Common Name,Kingdom,Phylum,Class,Link,Description,auditory system,biogeographic realm,body mass,ecoregion,geographic distribution includes,habitat,hearing threshold,locomotion,mineralized skeleton contains,population trend,visual system,conservation status,type specimen repository,body shape,diet includes,eats,mating system,native range includes,parental care,social system,foraging habitat,preys on,trophic guild,hearing range,bill length,tarsus length,temperature at range midpoint latitude,ecomorphological guild,body length,life span,litters per year,prenatal development duration,weight,body temperature,parasitized by,behavioral circadian rhythm,sensory system,number of public records in bold,has ectoparasite,host of,has pathogen,onset of fertility,genome size,mutualistic with,growth rate,tarsometatarsus + middle toe length,basal metabolic rate,used for,has endoparasite,visits flowers of,is vector for,clutch/brood/litter size,is eaten by,developmental mode,wing morphology,egg mass,has host
0,Tacarcuna bush tanager,Animalia,Chordata,Aves,https://eol.org/pages/45511956,Chlorospingus tacarcunae (Tacarcuna Bush Tanager) is a species of birds in the family Passerellidae. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,20 g,Chocó-DariéN Moist Forests,Panama,"tropical,terrestrial",10 dB,bipedal movement,apatite,Decreasing,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tacarcuna tapaculo,Animalia,Chordata,Aves,https://eol.org/pages/45509864,Scytalopus panamensis (Tacarcuna Tapaculo) is a species of birds in the family tapaculos. They are listed as vulnerable by IUCN. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,,Eastern Panamanian Montane Forests,,"montane forest,terrestrial",10 dB,bipedal movement,apatite,Stable,corneal eyes,vulnerable,,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tacarcuna warbler,Animalia,Chordata,Aves,https://eol.org/pages/45511890,Basileuterus tacarcunae (Tacarcuna Warbler) is a species of birds in the family New World warblers. They rely on flight to move around.,tympanic middle ear,,,,,tropical,10 dB,flight,apatite,,corneal eyes,,,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tacarcuna warbler   ,Animalia,Chordata,Aves,https://eol.org/pages/45511890,Basileuterus tacarcunae (Tacarcuna Warbler) is a species of birds in the family New World warblers. They rely on flight to move around.,tympanic middle ear,,,,,tropical,10 dB,flight,apatite,,corneal eyes,,,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tacarcuna wood quail,Animalia,Chordata,Aves,https://eol.org/pages/45508982,Odontophorus dialeucos (Tacarcuna Wood Quail) is a species of birds in the family New World quails. They are listed as vulnerable by IUCN. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,260 g,Chocó-DariéN Moist Forests,,"tropical,terrestrial",20 dB,bipedal movement,apatite,Stable,corneal eyes,vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tacazze sunbird,Animalia,Chordata,Aves,https://eol.org/pages/45514875,Nectarinia tacazze (Tacazze Sunbird) is a species of birds in the family Sunbirds. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,16.2 g,Serengeti Volcanic Grasslands,United States,"mountain,terrestrial",10 dB,bipedal movement,apatite,Stable,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Táchira antpitta,Animalia,Chordata,Aves,https://eol.org/pages/45512842,Grallaria chthonia (Tachira Antpitta) is a species of birds in the family antpittas. They are listed as critically endangered by IUCN. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,,Cordillera Oriental Montane Forests,,"valley,terrestrial",10 dB,bipedal movement,apatite,Decreasing,corneal eyes,critically endangered,,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Taczanowskis ground tyrant,Animalia,Chordata,Aves,https://eol.org/pages/45513195,Muscisaxicola griseus (Plain Capped Ground Tyrant) is a species of birds in the family tyrant flycatchers. They rely on flight to move around.,tympanic middle ear,,,,Bolivia,"grassland,terrestrial",10 dB,bipedal movement,apatite,Stable,corneal eyes,,,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Taczanowskis tinamou,Animalia,Chordata,Aves,https://eol.org/pages/45511988,Nothoprocta taczanowskii (Taczanowski's Tinamou) is a species of birds in the family tinamous. They are listed as vulnerable by IUCN. They are found in The Neotropics. They are diurnal.,tympanic middle ear,The Neotropics,,,Bolivia,"mountain range,terrestrial",20 dB,bipedal movement,apatite,Decreasing,corneal eyes,vulnerable,,,,,,,,,,,,,,,,,,,,,,,,diurnal,,,,,,,,,,,,,,,,,,,,,
0,Tagula butcherbird,Animalia,Chordata,Aves,https://eol.org/pages/45518181,Cracticus louisiadensis (Tagula Butcherbird) is a species of birds in the family woodswallows. They are listed as near threatened by IUCN. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,,Louisiade Archipelago Rain Forests,,terrestrial,10 dB,flight,apatite,Decreasing,corneal eyes,near threatened,NHMUK,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tagula honeyeater,Animalia,Chordata,Aves,https://eol.org/pages/45518564,Meliphaga vicina (Tagula Honeyeater) is a species of birds in the family honeyeaters. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,,Louisiade Archipelago Rain Forests,,,10 dB,flight,apatite,,corneal eyes,,,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tagula whiteeye,Animalia,Chordata,Aves,https://eol.org/pages/45517350,Zosterops meeki (Tagula White Eye) is a species of birds in the family white-eyes. They are listed as near threatened by IUCN. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,,Louisiade Archipelago Rain Forests,,terrestrial,10 dB,flight,apatite,Decreasing,corneal eyes,near threatened,,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tahiti crake,Animalia,Chordata,Aves,https://eol.org/pages/7249747,Porzana nigra (Miller's Rail) is a species of birds in the family rails. They rely on flight to move around.,tympanic middle ear,,,,,,20 dB,flight,apatite,,corneal eyes,,,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tahiti monarch,Animalia,Chordata,Aves,https://eol.org/pages/45518220,"Pomarea nigra (Tahiti Flycatcher) is a species of birds in the family monarch flycatchers. They are listed as critically endangered by IUCN. They are found in Oceania continent (Australia, NZ and islands). They rely on flight to move around.",tympanic middle ear,"Oceania continent (Australia, NZ and islands)",25.4 g,Society Islands Tropical Moist Forests,French Polynesia,terrestrial,10 dB,bipedal movement,apatite,Increasing,corneal eyes,critically endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tahiti petrel,Animalia,Chordata,Aves,https://eol.org/pages/45511501,Pseudobulweria rostrata (Tahiti Petrel) is a species of birds in the family Procellariidae. They are listed as near threatened by IUCN. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,,,New Zealand,"coastal,marine",,flight,apatite,Decreasing,corneal eyes,near threatened,,,,Loligo (Loligo squid),,,,,,,,,,,,nectonic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tahiti rail,Animalia,Chordata,Aves,https://eol.org/pages/915552,Gallirallus pacificus (Tahiti Rail) is a species of birds in the family rails. They rely on flight to move around.,tympanic middle ear,,,,,tropical,20 dB,bipedal movement,apatite,,corneal eyes,,,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tahiti reed warbler,Animalia,Chordata,Aves,https://eol.org/pages/45518753,"Acrocephalus caffer (Tahiti Reed Warbler) is a species of birds in the family Acrocephalidae. They are found in Oceania continent (Australia, NZ and islands). They rely on flight to move around.",tympanic middle ear,"Oceania continent (Australia, NZ and islands)",,Society Islands Tropical Moist Forests,French Polynesia,marsh,10 dB,bipedal movement,apatite,,corneal eyes,,,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tahiti sandpiper,Animalia,Chordata,Aves,https://eol.org/pages/1049600,Prosobonia leucoptera (Tahiti Sandpiper) is a species of birds in the family Scolopacidae. This species is extinct. They rely on flight to move around.,tympanic middle ear,,,,,terrestrial,20 dB,flight,apatite,,corneal eyes,extinct,,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tahiti swiftlet,Animalia,Chordata,Aves,https://eol.org/pages/1048596,"Aerodramus leucophaeus (Tahiti Swiftlet) is a species of birds in the family swifts. They are found in Oceania continent (Australia, NZ and islands). They rely on flight to move around.",tympanic middle ear,"Oceania continent (Australia, NZ and islands)",,Society Islands Tropical Moist Forests,South Pacific,terrestrial,20 dB,flight,apatite,Stable,corneal eyes,,,,,,,,,,,,insectivore,,,,,,,,,,,,,,echolocation,,,,,,,,,,,,,,,,,,,,
0,Taiga bean goose,Animalia,Chordata,Aves,https://eol.org/pages/1273261,Anser fabalis fabalis (Taiga Bean Goose) is a subspecies of birds in the family Anatidae. They rely on flight and drag powered swimming to move around.,tympanic middle ear,,4060 g,,,tundra,20 dB,flight,apatite,,corneal eyes,,,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Taiga flycatcher,Animalia,Chordata,Aves,https://eol.org/pages/45511002,Ficedula albicilla (Taiga Flycatcher) is a species of birds in the family Old World flycatchers. They rely on flight to move around.,otoliths,,14 g,,Oman,"lake,terrestrial",10 dB,bipedal movement,apatite,Stable,corneal eyes,,,,,,,,,,,,,1000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Taita apalis,Animalia,Chordata,Aves,https://eol.org/pages/45514551,Apalis fuscigularis (Taita Apalis) is a species of birds in the family African warblers. They are listed as critically endangered by IUCN. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,,Eastern Arc Forests,,"subtropical,terrestrial",10 dB,flight,apatite,Decreasing,corneal eyes,critically endangered,,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Taita falcon,Animalia,Chordata,Aves,https://eol.org/pages/45514170,Falco fasciinucha (Taita Falcon) is a species of birds in the family falcons. They are listed as vulnerable by IUCN and in cites appendix ii. They are associated with freshwater habitat. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,306 g,,Mozambique,"mountain,terrestrial",20 dB,flight,apatite,Decreasing,corneal eyes,vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Taita fiscal,Animalia,Chordata,Aves,https://eol.org/pages/45514266,Lanius dorsalis (Taita Fiscal) is a species of birds in the family true shrikes. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,55 g,Somali Acacia-Commiphora Bushlands And Thickets,United States,terrestrial,10 dB,bipedal movement,apatite,Stable,corneal eyes,,,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Taita thrush,Animalia,Chordata,Aves,https://eol.org/pages/59046370,EOL has data for one attribute:,,,,,,,,,,,,endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Taita whiteeye,Animalia,Chordata,Aves,https://eol.org/pages/45514652,Zosterops silvanus (Taita White Eye) is a species of birds in the family white-eyes. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,,Eastern Arc Forests,,,10 dB,flight,apatite,,corneal eyes,,,,,Xymalos monospora (Harvey) Baillon (Lemon wood),,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,Cissus (treebine),,,,,,
0,Taiwan bamboo partridge,Animalia,Chordata,Aves,https://eol.org/pages/915214,Bambusicola sonorivox (Taiwan Bamboo Partridge) is a species of birds in the family Phasianidae. They rely on flight to move around.,otoliths,,,,China,terrestrial,20 dB,bipedal movement,apatite,Decreasing,corneal eyes,,NHMUK,,,,,,,,,,,1000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Taiwan barbet,Animalia,Chordata,Aves,https://eol.org/pages/45516526,Psilopogon nuchalis (Taiwan Barbet) is a species of birds in the family Asian barbets. They rely on flight to move around.,tympanic middle ear,,,,Taiwan,terrestrial,20 dB,flight,apatite,Unknown,corneal eyes,,,,,Ficus subpisocarpa Gagnep.,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Taiwan barwing,Animalia,Chordata,Aves,https://eol.org/pages/45517267,Actinodura morrisoniana (Formosan Barwing) is a species of birds in the family Leiothrichidae. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,25 g,South Taiwan Monsoon Rain Forests,China,tropical,10 dB,bipedal movement,apatite,,corneal eyes,,NHMUK,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Taiwan blue magpie,Animalia,Chordata,Aves,https://eol.org/pages/916566,Urocissa caerulea (Formosan Magpie) is a species of birds in the family Corvidae. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,260 g,,China,"mountain,terrestrial",,flight,apatite,Decreasing,corneal eyes,,NHMUK,,,Ficus palmata ssp. virgata (Roxb.) Browicz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Taiwan bush warbler,Animalia,Chordata,Aves,https://eol.org/pages/45517073,Locustella alishanensis (Taiwan Bush Warbler) is a species of birds in the family Locustellidae. They rely on flight to move around.,tympanic middle ear,,,,Taiwan,"grassland,terrestrial",10 dB,flight,apatite,Stable,corneal eyes,,,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Taiwan cupwing,Animalia,Chordata,Aves,https://eol.org/pages/7249046,Pnoepyga formosana (Taiwan Cupwing) is a species of birds in the family Pnoepygidae. They rely on flight to move around.,otoliths,,,,China,terrestrial,10 dB,bipedal movement,apatite,Unknown,corneal eyes,,NHMUK,,,,,,,,,,,1000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Taiwan fulvetta,Animalia,Chordata,Aves,https://eol.org/pages/4409562,Fulvetta formosana (Taiwan Fulvetta) is a species of birds in the family Sylviidae. They rely on flight to move around.,tympanic middle ear,,,,Taiwan,terrestrial,10 dB,flight,apatite,Unknown,corneal eyes,,,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Taiwan hwamei,Animalia,Chordata,Aves,https://eol.org/pages/45517183,Garrulax taewanus (Taiwan Hwamei) is a species of birds in the family Leiothrichidae. They are listed as near threatened by IUCN and in cites appendix ii. They rely on flight to move around.,tympanic middle ear,,,,Taiwan,"mountain,terrestrial",10 dB,bipedal movement,apatite,Decreasing,corneal eyes,near threatened,NHMUK,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Taiwan partridge,Animalia,Chordata,Aves,https://eol.org/pages/45515973,Arborophila crudigularis (Taiwan Partridge) is a species of birds in the family Phasianidae. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,212 g,Taiwan Subtropical Evergreen Forests,United States,"mountain,terrestrial",20 dB,flight,apatite,Decreasing,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Taiwan rosefinch,Animalia,Chordata,Aves,https://eol.org/pages/45517698,Carpodacus formosanus (Taiwan Rosefinch) is a species of birds in the family finches. They rely on flight to move around.,tympanic middle ear,,,,China,subtropical,10 dB,bipedal movement,apatite,,corneal eyes,,,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Taiwan scimitar babbler,Animalia,Chordata,Aves,https://eol.org/pages/45517113,Pomatorhinus musicus (Taiwan Scimitar Babbler) is a species of birds in the family babblers. They rely on flight to move around.,tympanic middle ear,,,,China,terrestrial,10 dB,flight,apatite,Decreasing,corneal eyes,,NHMUK,,,Livistona chinensis (Jacq.) R. Br. ex Mart. (fountain palm),,,,,,,,5000 Hz,,,,,,,,,,,Mediorhynchus orientalis Belopolskaya 1953,,,,,,,,,,,,,,,,,,,,,,
0,Taiwan shortwing,Animalia,Chordata,Aves,https://eol.org/pages/52469202,Brachypteryx goodfellowi (Taiwan Shortwing) is a species of birds in the family Old World flycatchers. They rely on flight to move around.,tympanic middle ear,,,,,subtropical,10 dB,flight,apatite,,corneal eyes,,NHMUK,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Taiwan whistling thrush,Animalia,Chordata,Aves,https://eol.org/pages/45517535,Myophonus insularis (Formosan Whistling Thrush) is a species of birds in the family Old World flycatchers. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,,South Taiwan Monsoon Rain Forests,China,"subtropical,terrestrial",10 dB,bipedal movement,apatite,Decreasing,corneal eyes,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Taiwan yuhina,Animalia,Chordata,Aves,https://eol.org/pages/45517291,Yuhina brunneiceps (Formosan Yuhina) is a species of birds in the family white-eyes. They are found in the indo-malayan realm. They visit flowers of Taiwan flowering cherry. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,12.2 g,,China,"fen,terrestrial",,flight,,Decreasing,corneal eyes,,NHMUK,,,Ficus erecta Thunb.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prunus campanulata Maxim. (Taiwan flowering cherry),,,,,,,
0,Talamanca hummingbird,Animalia,Chordata,Aves,https://eol.org/pages/47042766,Eugenes spectabilis (Talamanca Hummingbird) is a species of birds in the family hummingbirds. They rely on flight to move around.,tympanic middle ear,,,,North Pacific,,20 dB,flight,apatite,,corneal eyes,,,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Talaud bushhen,Animalia,Chordata,Aves,https://eol.org/pages/45516111,Amaurornis magnirostris (Talaud Bush Hen) is a species of birds in the family rails. They are listed as vulnerable by IUCN. They rely on flight to move around.,otoliths,,,,Indonesia,terrestrial,20 dB,bipedal movement,apatite,Decreasing,corneal eyes,vulnerable,,,,,,,,,,,,1000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Talaud kingfisher,Animalia,Chordata,Aves,https://eol.org/pages/45516479,Todiramphus enigma (Talaud Kingfisher) is a species of birds in the family Alcedinidae. They are listed as near threatened by IUCN. They rely on flight to move around.,tympanic middle ear,,,,Indonesia,"tropical,terrestrial",20 dB,bipedal movement,apatite,Stable,corneal eyes,near threatened,,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Talaud rail,Animalia,Chordata,Aves,https://eol.org/pages/45516105,Gymnocrex talaudensis (Talaud Rail) is a species of birds in the family rails. They are listed as endangered by IUCN. They rely on flight to move around.,tympanic middle ear,,,,,freshwater habitat,20 dB,flight,apatite,Decreasing,corneal eyes,endangered,,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
