,Common Name,Kingdom,Phylum,Class,Link,Description,auditory system,biogeographic realm,ecoregion,geographic distribution includes,habitat,has ectoparasite,hearing range,hearing threshold,locomotion,mineralized skeleton contains,population trend,visual system,body mass,conservation status,type specimen repository,foraging habitat,trophic guild,is vector for,eats,body shape,body temperature,diet includes,ecomorphological guild,mating system,native range includes,prenatal development duration,social system,litters per year,life span,visits flowers of,weight,growth rate,trophic level,used for,behavioral circadian rhythm,preys on,preyed upon by,basal metabolic rate,bill length,tarsus length,temperature at range midpoint latitude,parasitized by,is eaten by,host of,egg mass,initial mortality rate,clutch/brood/litter size,parental care,tarsometatarsus + middle toe length,sensory system,genome size,has host,body length,diet breadth,geographic range (size of area),habitat breadth,social group size,onset of fertility,mineralized tissue contains,reproduction,Total length,territorial,mutualistic with,pathogen of
0,Yucatan vireo,Animalia,Chordata,Aves,https://eol.org/pages/45509950,Vireo magister (Yucatan Vireo) is a species of birds in the family vireos. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,YucatáN Moist Forests,United States,"subtropical,terrestrial",,,10 dB,bipedal movement,apatite,Unknown,corneal eyes,17 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Yucatan woodpecker,Animalia,Chordata,Aves,https://eol.org/pages/45509734,Melanerpes pygmaeus (Yucatan Woodpecker) is a species of birds in the family woodpeckers. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,,Belize,"subtropical,terrestrial",,,,flight,apatite,Decreasing,corneal eyes,42.5 g,,,,,,Ehretia (ehretia),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ficus padifolia Kunth,
0,Yucatan wren,Animalia,Chordata,Aves,https://eol.org/pages/45510080,Campylorhynchus yucatanicus (Yucatan Wren) is a species of birds in the family wrens. They are listed as near threatened by IUCN. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,,Mexico,"subtropical,terrestrial",,,10 dB,bipedal movement,apatite,Stable,corneal eyes,40 g,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Yungas antwren,Animalia,Chordata,Aves,https://eol.org/pages/45512696,Myrmotherula grisea (Yungas Antwren) is a species of birds in the family typical antbirds. They are found in The Neotropics. They rely on flight to move around.,otoliths,The Neotropics,Central Andean Puna,Bolivia,"tropical,terrestrial",,,10 dB,bipedal movement,apatite,Decreasing,corneal eyes,8.4 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Yungas dove,Animalia,Chordata,Aves,https://eol.org/pages/1049745,Leptotila megalura (Large Tailed Dove) is a species of birds in the family Columbidae. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,,Bolivia,"subtropical,terrestrial",,,,flight,apatite,Stable,corneal eyes,218 g,,NHMUK,,,,Cestrum kunthii Francey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Yungas manakin,Animalia,Chordata,Aves,https://eol.org/pages/45513333,Chiroxiphia boliviana (Yungas Manakin) is a species of birds in the family Manakins. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,,Bolivia,terrestrial,,,10 dB,flight,apatite,Decreasing,corneal eyes,16.4 g,,,,,,Guatteria terminalis R. E. Fr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.23 pg,,,,,,,,,,,,,
0,Yungas pygmy owl,Animalia,Chordata,Aves,https://eol.org/pages/1178276,Glaucidium bolivianum (Yungas Pygmy Owl) is a species of birds in the family typical owls. They are listed in cites appendix ii. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,,Argentina,"subtropical,terrestrial",,,,bipedal movement,apatite,Decreasing,corneal eyes,66.5 g,cites appendix ii,Staatliches Museum fuer Naturkund Stuttgart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Yungas screech owl,Animalia,Chordata,Aves,https://eol.org/pages/1024933,Megascops hoyi (Yungas Screech Owl) is a species of birds in the family typical owls. They rely on flight to move around.,tympanic middle ear,,,Argentina,"subtropical,terrestrial",,5000 Hz,-15 dB,flight,apatite,Decreasing,corneal eyes,110 g,,Staatliches Museum fuer Naturkund Stuttgart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Yungas todytyrant,Animalia,Chordata,Aves,https://eol.org/pages/45513099,Hemitriccus spodiops (Yungas Tody Tyrant) is a species of birds in the family tyrant flycatchers. They are found in The Neotropics. They rely on flight to move around.,otoliths,The Neotropics,Central Andean Puna,Bolivia,"subtropical,terrestrial",,,10 dB,bipedal movement,apatite,Decreasing,corneal eyes,7.5 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Yungas tyrannulet,Animalia,Chordata,Aves,https://eol.org/pages/45512956,Phyllomyias weedeni (Yungas Tyrannulet) is a species of birds in the family tyrant flycatchers. They are listed as vulnerable by IUCN. They rely on flight to move around.,tympanic middle ear,,,Bolivia,terrestrial,,5000 Hz,10 dB,flight,apatite,Decreasing,corneal eyes,,vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Yungas warbler,Animalia,Chordata,Aves,https://eol.org/pages/47043438,Basileuterus punctipectus (Yungas Warbler) is a species of birds in the family New World warblers. They rely on flight to move around.,tympanic middle ear,,,,,,5000 Hz,10 dB,flight,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Yunnan fulvetta,Animalia,Chordata,Aves,https://eol.org/pages/12120588,Alcippe fratercula (Yunnan Fulvetta) is a species of birds in the family Pellorneidae. They rely on flight to move around.,otoliths,,,China,montane forest,,1000 Hz,10 dB,bipedal movement,apatite,,corneal eyes,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Yunnan nuthatch,Animalia,Chordata,Aves,https://eol.org/pages/1051061,Sitta yunnanensis (Black Masked Nuthatch) is a species of birds in the family Sittidae. They are listed as near threatened by IUCN. They are found in the indo-malayan realm and the palearctic. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,,China,terrestrial,,,10 dB,bipedal movement,apatite,Decreasing,corneal eyes,13 g,near threatened,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Zambezi indigobird,Animalia,Chordata,Aves,https://eol.org/pages/45515046,Vidua codringtoni (Zambezi Indigobird) is a species of birds in the family Viduidae. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,Central Zambezian Miombo Woodlands,Mozambique,terrestrial,,,10 dB,flight,apatite,Stable,corneal eyes,14.1 g,,(UMMZ) - UMMZ Birds Collection {http://www.lsa.umich.edu/ummz/birds/},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Zamboanga bulbul,Animalia,Chordata,Aves,https://eol.org/pages/918192,Hypsipetes rufigularis (Zamboanga Bulbul) is a species of birds in the family bulbuls. They are listed as near threatened by IUCN. They rely on flight to move around.,tympanic middle ear,,,The Philippines,"tropical,terrestrial",,5000 Hz,10 dB,bipedal movement,apatite,Decreasing,corneal eyes,,near threatened,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Zanzibar red bishop,Animalia,Chordata,Aves,https://eol.org/pages/45515029,Euplectes nigroventris (Zanzibar Bishop) is a species of birds in the family Weavers & allies. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,Southern Zanzibar-Inhambane Coastal Forest Mosaic,Mozambique,terrestrial,,5000 Hz,10 dB,bipedal movement,apatite,Stable,corneal eyes,13.8 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Zapata rail,Animalia,Chordata,Aves,https://eol.org/pages/45509116,Cyanolimnas cerverai (Zapata Rail) is a species of birds in the family rails. They are listed as critically endangered by IUCN. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,Cuban Wetlands,,"marsh,freshwater habitat",,,20 dB,bipedal movement,apatite,Decreasing,corneal eyes,,critically endangered,"Harvard UNiversity, Museum of Comparative Zoology",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Zapata sparrow,Animalia,Chordata,Aves,https://eol.org/pages/1050403,Torreornis inexpectata (Cuban Sparrow) is a species of birds in the family Passerellidae. They are listed as vulnerable by IUCN. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,,Cuba,"arid,terrestrial",,,,flight,apatite,Decreasing,corneal eyes,29.3 g,vulnerable,"Harvard UNiversity, Museum of Comparative Zoology",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Zapata wren,Animalia,Chordata,Aves,https://eol.org/pages/45510095,Ferminia cerverai (Zapata Wren) is a species of birds in the family wrens. They are listed as endangered by IUCN. They are associated with freshwater habitat. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,,Cuba,"savanna,terrestrial",,,10 dB,bipedal movement,apatite,Decreasing,corneal eyes,,endangered,"Harvard UNiversity, Museum of Comparative Zoology",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Zappeys flycatcher,Animalia,Chordata,Aves,https://eol.org/pages/45517479,Cyanoptila cumatilis (Zappey's Flycatcher) is a species of birds in the family Old World flycatchers. They rely on flight to move around.,tympanic middle ear,,,China,,,5000 Hz,10 dB,flight,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Zarudnys sparrow,Animalia,Chordata,Aves,https://eol.org/pages/45518985,Passer zarudnyi (Asian Desert Sparrow) is a species of birds in the family Old World sparrows. They are found in the palearctic. They rely on flight to move around.,tympanic middle ear,the palearctic,Yamal-Gydan Tundra,,"desert,terrestrial",,5000 Hz,10 dB,flight,apatite,Decreasing,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Zebra dove,Animalia,Chordata,Aves,https://eol.org/pages/45509398,"Geopelia striata (Barred Ground Dove) is a species of birds in the family Columbidae. They are found in the indo-malayan realm, australasia, and Afrotropics. They rely on flight to move around.",tympanic middle ear,the indo-malayan realm,,United States,"terrestrial,terrestrial",,,,flight,,Stable,corneal eyes,62.1 g,,,,,,Trema orientalis (L.) Bl. (Oriental trema),,,,,,,,,,14 years,,56.6 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Zebra finch,Animalia,Chordata,Aves,https://eol.org/pages/46700752,Zebra finch circovirus is a species of Viruses in the family Circoviridae.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taeniopygia guttata (Vieillot 1817) (Zebra Finch)
0,Zeledons antbird,Animalia,Chordata,Aves,https://eol.org/pages/52570780,Hafferia zeledoni (Zeledon's Antbird) is a species of birds in the family typical antbirds. They rely on flight to move around.,tympanic middle ear,,,Costa Rica,,,5000 Hz,10 dB,flight,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Zenaida dove,Animalia,Chordata,Aves,https://eol.org/pages/45509405,Zenaida aurita (Zenaida Dove) is a species of birds in the family Columbidae. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,,United States,terrestrial,,,20 dB,flight,apatite,Stable,corneal eyes,205 g,,,,,,Clusia rosea Jacq. (Pitch apple),,,,,,,,,,,,156 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Zenkers honeyguide,Animalia,Chordata,Aves,https://eol.org/pages/45514135,Melignomon zenkeri (Zenker's Honeyguide) is a species of birds in the family honeyguides. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,Atlantic Equatorial Coastal Forests,Uganda,terrestrial,,5000 Hz,20 dB,flight,apatite,Unknown,corneal eyes,25 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Zigzag heron,Animalia,Chordata,Aves,https://eol.org/pages/1049038,Zebrilus undulatus (Zigzag Heron) is a species of birds in the family Ardeidae. They are listed as near threatened by IUCN. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,,Venezuela,"subtropical,freshwater habitat",,,20 dB,flight,apatite,Decreasing,corneal eyes,123 g,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Zimmers flatbill,Animalia,Chordata,Aves,https://eol.org/pages/45513145,Tolmomyias assimilis (Yellow Margined Flycatcher) is a species of birds in the family tyrant flycatchers. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,Tepuis,South Atlantic,,,5000 Hz,10 dB,flight,apatite,,corneal eyes,17 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Zimmers tapaculo,Animalia,Chordata,Aves,https://eol.org/pages/45512945,Scytalopus zimmeri (Zimmer's Tapaculo) is a species of birds in the family tapaculos. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,Central Andean Puna,Bolivia,terrestrial,,5000 Hz,10 dB,bipedal movement,apatite,Stable,corneal eyes,15.9 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Zimmers todytyrant,Animalia,Chordata,Aves,https://eol.org/pages/45513104,Hemitriccus minimus (Zimmer's Tody Tyrant) is a species of birds in the family tyrant flycatchers. They rely on flight to move around.,tympanic middle ear,,,Bolivia,"tropical,terrestrial",,5000 Hz,10 dB,bipedal movement,apatite,Stable,corneal eyes,7.8 g,,(CM) - CM Birds Collection {http://www.carnegiemnh.org/birds/index.html},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Zimmers woodcreeper,Animalia,Chordata,Aves,https://eol.org/pages/1050257,Dendroplex kienerii (Zimmer's Woodcreeper) is a species of birds in the family ovenbirds. They are listed as near threatened by IUCN. They rely on flight to move around.,otoliths,,,Brazil,terrestrial,,1000 Hz,10 dB,bipedal movement,apatite,Decreasing,corneal eyes,,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Zinos petrel,Animalia,Chordata,Aves,https://eol.org/pages/45511285,Pterodroma madeira (Freira) is a species of birds in the family Procellariidae. They are listed as endangered by IUCN. Individuals can grow to 84 cm. They rely on flight to move around.,tympanic middle ear,,,North Atlantic,"valley,marine",,,,flight,,Stable,corneal eyes,231 g,endangered,,,,,Illex Steenstrup 1880,,,,nectonic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80 cm,,,,,,,,,,,
0,Zitting cisticola,Animalia,Chordata,Aves,https://eol.org/pages/45513384,"Cisticola juncidis (Fan Tailed Cisticola) is a species of birds in the family African warblers. They are found in australasia, the indo-malayan realm, the palearctic, and Afrotropics. They are diurnal. They have parental care (female provides care). They rely on flight to move around.",tympanic middle ear,australasia,,Mozambique,grassland,,,,flight,,Increasing,corneal eyes,7 g,,NHMUK,terrestrial,invertivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.201 pg,,,,,,,,,,,,,
0,Zoes imperial pigeon,Animalia,Chordata,Aves,https://eol.org/pages/45516322,Ducula zoeae (Banded Imperial Pigeon) is a species of birds in the family Columbidae. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,,United States,"mangrove swamp,terrestrial",,,20 dB,bipedal movement,apatite,Stable,corneal eyes,568 g,,,,,,Virola (virola),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
