,Common Name,Kingdom,Phylum,Class,Link,Description,auditory system,body mass,eats,ecomorphological guild,geographic distribution includes,habitat,locomotion,mineralized skeleton contains,population trend,preys on,visual system,parasitized by,hearing range,hearing threshold,biogeographic realm,body shape,diet includes,mating system,native range includes,parental care,social system,trophic guild,bill length,life span,tarsus length,temperature at range midpoint latitude,visits flowers of,weight,conservation status,ecoregion,foraging habitat,initial mortality rate,invasive in,litters per year,prenatal development duration,behavioral circadian rhythm,type specimen repository,genome size,has ectoparasite,is vector for,is eaten by,Leaf Complexity,leaf morphology,leaf sheddability,photosynthetic pathway,plant growth form,plant lifeform,produces,visits,has host,parasite of,clutch/brood/litter size,growth rate,basal metabolic rate,mortality rate doubling time,motility,number of public records in bold,sensory system,host of,mineralized tissue contains,reproduction,fruit type,leaf lamina area,leaf mass per area,leaf nitrogen per dry mass,vegetative plant height,preyed upon by,onset of fertility,tarsometatarsus + middle toe length,trophic level,symbiont of,body length,mutualistic with
0,Pink robin,Animalia,Chordata,Aves,https://eol.org/pages/45518320,Petroica rodinogaster (Pink Robin) is a species of birds in the family australasian robins. They are found in australasia. They rely on flight to move around.,tympanic middle ear,10.3 g,,,Australia,"tropical,terrestrial",bipedal movement,apatite,Decreasing,,corneal eyes,,,10 dB,australasia,,,,,,,,,,,,,,,Southeast Australia Temperate Savanna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pinnated bittern,Animalia,Chordata,Aves,https://eol.org/pages/45511513,Botaurus pinnatus (Pinnated Bittern) is a species of birds in the family Ardeidae. They are associated with freshwater habitat. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,705 g,,,Aruba,"lake,freshwater habitat",flight,apatite,Unknown,,corneal eyes,,,20 dB,The Neotropics,,,,,,,,,,,,,,,Panamanian Dry Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pinons imperial pigeon,Animalia,Chordata,Aves,https://eol.org/pages/45516320,Ducula pinon (Pinon Imperial Pigeon) is a species of birds in the family Columbidae. They are found in australasia. They rely on flight to move around.,tympanic middle ear,802 g,,,Indonesia,"coastal,terrestrial",bipedal movement,apatite,Stable,,corneal eyes,,,20 dB,australasia,,,,,,,,,,,,,,,Southern New Guinea Lowland Rain Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pinskers hawkeagle,Animalia,Chordata,Aves,https://eol.org/pages/12118882,Nisaetus pinskeri (Pinsker's Hawk Eagle) is a species of birds in the family Accipitridae. They are listed as endangered by IUCN. They rely on flight to move around.,tympanic middle ear,,,,The Philippines,"tropical,terrestrial",flight,apatite,Decreasing,,corneal eyes,,5000 Hz,20 dB,,,,,,,,,,,,,,,endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pintailed snipe,Animalia,Chordata,Aves,https://eol.org/pages/45509176,"Gallinago stenura (Pin Tailed Snipe) is a species of birds in the family Scolopacidae. They are found in the indo-malayan realm, Afrotropics, australasia, and the palearctic. They rely on flight to move around.",tympanic middle ear,113 g,,,North Pacific,"tundra,freshwater habitat",flight,apatite,Unknown,,corneal eyes,,,20 dB,the indo-malayan realm,,,,,,,,,,,,,,,Qin Ling Mountains Deciduous Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pintos spinetail,Animalia,Chordata,Aves,https://eol.org/pages/1050204,Synallaxis infuscata (Pinto's Spinetail) is a species of birds in the family ovenbirds. They are listed as endangered by IUCN. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,20 g,,,South Atlantic,"subtropical,terrestrial",bipedal movement,apatite,Decreasing,,corneal eyes,,,10 dB,The Neotropics,,,,,,,,,,,,,,endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pinyon jay,Animalia,Chordata,Aves,https://eol.org/pages/57691156,Gymnorhinus cyanocephalus (Pinyon Jay) is a species of  in the family Corvidae.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Piping bellbird,Animalia,Chordata,Aves,https://eol.org/pages/45518213,Ornorectes cristatus (Piping Bellbird) is a species of birds in the family Oreoicidae. They rely on flight to move around.,tympanic middle ear,,,,Indonesia,terrestrial,flight,apatite,Stable,,corneal eyes,Haemoproteus,5000 Hz,10 dB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Piping crow,Animalia,Chordata,Aves,https://eol.org/pages/917343,Corvus typicus (Piping Crow) is a species of birds in the family Corvidae. They are found in australasia. They rely on flight to move around.,tympanic middle ear,,,,United States,"subtropical,terrestrial",bipedal movement,apatite,Decreasing,,corneal eyes,,5000 Hz,10 dB,australasia,,,,,,,,,,,,,,,Sulawesi Lowland Rain Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Piping hornbill,Animalia,Chordata,Aves,https://eol.org/pages/45514117,Bycanistes fistulator (Piping Hornbill) is a species of birds in the family hornbills. They rely on flight to move around.,tympanic middle ear,,,,Angola,"tropical,terrestrial",bipedal movement,apatite,Decreasing,,corneal eyes,,5000 Hz,20 dB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Piping plover,Animalia,Chordata,Aves,https://eol.org/pages/45509160,Charadrius melodus (Piping Plover) is a species of birds in the family Charadriidae. They are listed as near threatened by IUCN. They are native to The Nearctic and Atlantic Ocean. They rely on flight to move around.,,,,nectonic,North America,,flight,,Increasing,,,,,,The Neotropics,bilaterally symmetric,,,The Nearctic,,,,,14 years,,,,6.75 g,,,,,,1 /year,28 days,,,,,,,,,,,,,,,,,,0.152 /day,,,,,,,,,,,,,,,,,,,,
0,Pipipi,Animalia,Chordata,Aves,https://eol.org/pages/45518620,Mohoua novaeseelandiae (Brown Creeper) is a species of birds in the family Mohouidae. They rely on flight to move around.,tympanic middle ear,15 g,Phyllocladus trichomanoides var. alpinus (Hook. fil.) Parl.,,New Zealand,"mountain,terrestrial",flight,apatite,Decreasing,,corneal eyes,,5000 Hz,10 dB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Piratic flycatcher,Animalia,Chordata,Aves,https://eol.org/pages/45510912,Legatus leucophaius (Piratic Flycatcher) is a species of birds in the family tyrant flycatchers. They are native to The Nearctic and The Neotropics. They are solitary omnivores. They have parental care (female provides care and paternal care). They rely on flight to move around.,tympanic middle ear,,Myrsine coriacea (Sw.) R. Br. (leathery colicwood),,United States,tropical,flight,,Stable,,corneal eyes,,,,The Neotropics,bilaterally symmetric,insects,,The Nearctic,,solitary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pirre bush tanager,Animalia,Chordata,Aves,https://eol.org/pages/45511957,Chlorospingus inornatus (Pirre Bush Tanager) is a species of birds in the family Passerellidae. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,36 g,,,Panama,"subtropical,terrestrial",bipedal movement,apatite,Stable,,corneal eyes,,,10 dB,The Neotropics,,,,,,,,,,,,,,,Eastern Panamanian Montane Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pirre hummingbird,Animalia,Chordata,Aves,https://eol.org/pages/45509565,Goethalsia bella (Pirre Hummingbird) is a species of birds in the family hummingbirds. They are listed as near threatened by IUCN and in cites appendix ii. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,4 g,,,Colombia,"tropical,terrestrial",bipedal movement,apatite,Unknown,,corneal eyes,,,20 dB,The Neotropics,,,,,,,,,,,,,,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pirre warbler,Animalia,Chordata,Aves,https://eol.org/pages/45511887,Basileuterus ignotus (Pirre Warbler) is a species of birds in the family New World warblers. They are listed as vulnerable by IUCN. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,12.5 g,,,Panama,"subtropical,terrestrial",bipedal movement,apatite,Stable,,corneal eyes,,,10 dB,The Neotropics,,,,,,,,,,,,,,vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pitcairn reed warbler,Animalia,Chordata,Aves,https://eol.org/pages/45518761,"Acrocephalus vaughani (Pitcairn Reed Warbler) is a species of birds in the family Acrocephalidae. They are listed as endangered by IUCN. They are found in Oceania continent (Australia, NZ and islands). They rely on flight to move around.",tympanic middle ear,27 g,,,French Polynesia,"marsh,terrestrial",bipedal movement,apatite,Decreasing,,corneal eyes,,,10 dB,"Oceania continent (Australia, NZ and islands)",,,,,,,,,,,,,,endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pitt shag,Animalia,Chordata,Aves,https://eol.org/pages/45517772,Phalacrocorax featherstoni (Pitt Shag) is a species of birds in the family cormorants. They are listed as endangered by IUCN. They are found in australasia. They rely on flight to move around.,tympanic middle ear,1325 g,Scomberesox saurus (Walbaum 1792) (Atlantic Saury),nectonic,South Pacific,terrestrial,flight,apatite,Decreasing,,corneal eyes,,,,australasia,,,,,,,,,,,,,,endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Piura chattyrant,Animalia,Chordata,Aves,https://eol.org/pages/45513260,Ochthoeca piurae (Piura Chat Tyrant) is a species of birds in the family tyrant flycatchers. They are found in The Neotropics. They rely on flight to move around.,otoliths,,,,Peru,"tropical,freshwater habitat",bipedal movement,apatite,Decreasing,,corneal eyes,,,10 dB,The Neotropics,,,,,,,,,,,,,,,Central Andean Wet Puna,,,,,,,,1.3 pg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Piura hemispingus,Animalia,Chordata,Aves,https://eol.org/pages/1263530,Hemispingus piurae (Piura Hemispingus) is a species of birds in the family tanagers. They rely on flight to move around.,tympanic middle ear,,,,,,flight,apatite,,,corneal eyes,,5000 Hz,10 dB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Placid greenbul,Animalia,Chordata,Aves,https://eol.org/pages/45514374,Phyllastrephus placidus (Placid Greenbul) is a species of birds in the family bulbuls. They rely on flight to move around.,tympanic middle ear,,Xymalos monospora (Harvey) Baillon (Lemon wood),,Indian Ocean,mountain,flight,apatite,,,corneal eyes,,5000 Hz,10 dB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Plain antvireo,Animalia,Chordata,Aves,https://eol.org/pages/45509814,Dysithamnus mentalis (Plain Antvireo) is a species of birds in the family typical antbirds. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,20 g,Piper caldense C. DC.,,South Pacific,"tropical,terrestrial",flight,apatite,Decreasing,,corneal eyes,,,10 dB,The Neotropics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Plain bushhen,Animalia,Chordata,Aves,https://eol.org/pages/45516109,Amaurornis olivacea (Bush Hen) is a species of birds in the family rails. They rely on flight to move around.,tympanic middle ear,312 g,,,Australia,terrestrial,bipedal movement,apatite,Unknown,,corneal eyes,,5000 Hz,20 dB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Plain chachalaca,Animalia,Chordata,Aves,https://eol.org/pages/45508943,Ortalis vetula (Plain Chachalaca) is a species of birds in the family Cracidae. They are listed in cites appendix iii. They are found in The Neotropics and The Nearctic. They are diurnal. They rely on flight to move around.,,,Celtis ehrenbergiana (Kl.) Liebm. (Tala),,United States,savanna,flight,,Stable,,corneal eyes,,,,The Neotropics,,,,,,,,,8.8 years,,,,495.5 g,,,,,,2 /year,23 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metopium (Florida poisontree)
0,Plain flowerpecker,Animalia,Chordata,Aves,https://eol.org/pages/4421589,Dicaeum minullum (Plain Flowerpecker) is a species of birds in the family Dicaeidae. They rely on flight to move around.,tympanic middle ear,,Ficus sumatrana (Miq.) Miq.,,Bangladesh,tropical,flight,apatite,,,corneal eyes,,5000 Hz,10 dB,,,,,,,,,,,,,,,,,,,,,,,Museum of Zoology Senckenberg Dresden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Plain gerygone,Animalia,Chordata,Aves,https://eol.org/pages/45516688,Gerygone inornata (Plain Gerygone) is a species of birds in the family Acanthizidae. They are found in australasia. They rely on flight to move around.,tympanic middle ear,,,,East Timor,"tropical,terrestrial",bipedal movement,apatite,Decreasing,,corneal eyes,,,10 dB,australasia,,,,,,,,,,,,,,,Timor And Wetar Deciduous Forests,,,,,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Plain greenbul,Animalia,Chordata,Aves,https://eol.org/pages/45514342,Eurillas curvirostris (Plain Greenbul) is a species of birds in the family bulbuls. They rely on flight to move around.,tympanic middle ear,,Antiaris toxicaria (Pers.) Leschen. (False Mvule),,Angola,"montane forest,terrestrial",flight,apatite,Stable,,corneal eyes,,5000 Hz,10 dB,,,,,,,,,,,,,,,,,,,,,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Plain honeyeater,Animalia,Chordata,Aves,https://eol.org/pages/45518430,Pycnopygius ixoides (Plain Honeyeater) is a species of birds in the family honeyeaters. They are found in australasia. They rely on flight to move around.,tympanic middle ear,31 g,,,Indonesia,"tropical,terrestrial",bipedal movement,apatite,Stable,,corneal eyes,,,10 dB,australasia,,,,,,,,,,,,,,,Southern New Guinea Lowland Rain Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Plain inezia,Animalia,Chordata,Aves,https://eol.org/pages/45513076,Inezia inornata (Plain Inezia) is a species of birds in the family tyrant flycatchers. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,12 g,,,Bolivia,"tropical,freshwater habitat",bipedal movement,apatite,Decreasing,,corneal eyes,,,10 dB,The Neotropics,,,,,,,,,,,,,,,Madeira-TapajóS Moist Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Plain laughingthrush,Animalia,Chordata,Aves,https://eol.org/pages/52571260,Pterorhinus davidi (Plain Laughingthrush) is a species of birds in the family Leiothrichidae. They rely on flight to move around.,tympanic middle ear,,,,,,flight,apatite,,,corneal eyes,,5000 Hz,10 dB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Plain leaf warbler,Animalia,Chordata,Aves,https://eol.org/pages/45513669,"Phylloscopus neglectus (Plain Leaf Warbler) is a species of birds in the family Phylloscopidae. They are found in the indo-malayan realm, the palearctic, and Afrotropics. They rely on flight to move around.",tympanic middle ear,6.6 g,,,Bahrain,"temperate,terrestrial",bipedal movement,apatite,Stable,,corneal eyes,,,10 dB,the indo-malayan realm,,,,,,,,,,,,,,,,,,,,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Plain mountain finch,Animalia,Chordata,Aves,https://eol.org/pages/45517683,Leucosticte nemoricola (Plain Mountain Finch) is a species of birds in the family finches. They are found in the indo-malayan realm and the palearctic. They rely on flight to move around.,tympanic middle ear,25.6 g,,,Uzbekistan,"temperate,terrestrial",flight,apatite,Stable,,corneal eyes,,,10 dB,the indo-malayan realm,,,,,,,,,,,,,,,Sulaiman Range Alpine Meadows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Plain nightjar,Animalia,Chordata,Aves,https://eol.org/pages/45514033,Caprimulgus inornatus (Plain Nightjar) is a species of birds in the family Caprimulgidae. They are found in the palearctic and Afrotropics. They rely on flight to move around.,tympanic middle ear,61 g,,,North Atlantic,"coastal,terrestrial",flight,apatite,Stable,,corneal eyes,,,20 dB,the palearctic,,,,,,,,,,,,,,,,,,,,,,Staatliches Museum fuer Naturkund Stuttgart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Plain parakeet,Animalia,Chordata,Aves,https://eol.org/pages/1178021,Brotogeris tirica (Plain Parakeet) is a species of birds in the family parrots. They are listed in cites appendix ii. They are found in The Neotropics. They are diurnal. They rely on flight to move around.,tympanic middle ear,63 g,Talipariti tiliaceum (L.) Fryxell (Hau Tree),,Brazil,subtropical,flight,,Stable,,corneal eyes,,,,The Neotropics,,,,,,,,,11 years,,,,63 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ficus luschnatiana Hassl.
0,Plain pigeon,Animalia,Chordata,Aves,https://eol.org/pages/45509385,Patagioenas inornata (Plain Pigeon) is a species of birds in the family Columbidae. They are listed as near threatened by IUCN. They rely on flight to move around.,tympanic middle ear,365 g,Roystonea borinquena O. F. Cook (Puerto Rico royal palm),,North Atlantic,"desert,terrestrial",flight,apatite,Decreasing,,corneal eyes,,,20 dB,,,,,,,,,,,,,,,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Plain prinia,Animalia,Chordata,Aves,https://eol.org/pages/45518967,Prinia inornata (Plain Prinia) is a species of birds in the family African warblers. They are found in the indo-malayan realm and the palearctic. They rely on flight to move around.,tympanic middle ear,9 g,,,Indian Ocean,"grassland,marine",flight,apatite,Stable,,corneal eyes,,,10 dB,the indo-malayan realm,,,,,,,,,,,,,,,,,,,,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Plain softtail,Animalia,Chordata,Aves,https://eol.org/pages/1050232,Thripophaga fusciceps (Plain Softtail) is a species of birds in the family ovenbirds. They rely on flight to move around.,tympanic middle ear,,,,Bolivia,"tropical,terrestrial",bipedal movement,apatite,Stable,,corneal eyes,,5000 Hz,10 dB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Plain sunbird,Animalia,Chordata,Aves,https://eol.org/pages/45517597,Anthreptes simplex (Plain Sunbird) is a species of birds in the family Sunbirds. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,11.8 g,,,Brunei,"subtropical,terrestrial",bipedal movement,apatite,Decreasing,,corneal eyes,,,10 dB,the indo-malayan realm,,,,,,,,,,,,,,,Indochina Mangroves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Plain swift,Animalia,Chordata,Aves,https://eol.org/pages/45518945,Apus unicolor (Plain Swift) is a species of birds in the family swifts. They are found in the palearctic. They rely on flight to move around.,tympanic middle ear,30 g,,,Cape Verde,"coastal,freshwater habitat",bipedal movement,apatite,Unknown,,corneal eyes,,,20 dB,the palearctic,,,,,,,,,,,,,,,Canary Islands Dry Woodlands And Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Plain thornbird,Animalia,Chordata,Aves,https://eol.org/pages/47043000,Phacellodomus inornatus (Plain Thornbird) is a species of birds in the family ovenbirds. They rely on flight to move around.,tympanic middle ear,,,,,,flight,apatite,,,corneal eyes,,5000 Hz,10 dB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Plain whiteeye,Animalia,Chordata,Aves,https://eol.org/pages/1178561,"Zosterops hypolais (Plain White Eye) is a species of birds in the family white-eyes. They are listed as near threatened by IUCN. They are found in Oceania continent (Australia, NZ and islands). They rely on flight to move around.",tympanic middle ear,,,,,"subtropical,terrestrial",flight,apatite,Stable,,corneal eyes,,5000 Hz,10 dB,"Oceania continent (Australia, NZ and islands)",,,,,,,,,,,,,,near threatened,Yap Tropical Dry Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Plain xenops,Animalia,Chordata,Aves,https://eol.org/pages/45511695,Xenops minutus (Plain Xenops) is a species of birds in the family ovenbirds. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,11.4 g,Formicidae (ants),,South Pacific,tropical,flight,apatite,,,corneal eyes,,5000 Hz,10 dB,The Neotropics,,,,,,,,,,,,,,,Lara-FalcóN Dry Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Plainswanderer,Animalia,Chordata,Aves,https://eol.org/pages/45517797,Pedionomus torquatus (Plains Wanderer) is a species of birds in the family plains-wanderer. They are listed as critically endangered by IUCN. They are found in australasia. They rely on flight to move around.,tympanic middle ear,95 g,,,Australia,"grassland,terrestrial",bipedal movement,apatite,Decreasing,,corneal eyes,,,20 dB,australasia,,,,,,,,,,,,,,critically endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Plaintive cuckoo,Animalia,Chordata,Aves,https://eol.org/pages/914640,"Cacomantis merulinus (Plaintive Cuckoo) is a species of birds in the family Cuculidae. They are found in australasia, the indo-malayan realm, and the palearctic. They rely on flight to move around.",tympanic middle ear,27.2 g,,,Sulu Sea,"grassland,terrestrial",flight,apatite,Stable,,corneal eyes,,,20 dB,australasia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthotomus ruficeps (Lesson & R 1830) (Ashy Tailorbird),,,,,,,,,,,,,,,,,,,,,,,
