,Common Name,Kingdom,Phylum,Class,Link,Description,auditory system,biogeographic realm,body mass,ecoregion,geographic distribution includes,habitat,hearing threshold,locomotion,mineralized skeleton contains,population trend,visual system,conservation status,hearing range,behavioral circadian rhythm,bill length,body shape,diet includes,mating system,native range includes,social system,tarsus length,temperature at range midpoint latitude,trophic guild,eats,foraging habitat,life span,litters per year,prenatal development duration,weight,genome size,has host,parasite of,visits flowers of,type specimen repository,ecomorphological guild,has ectoparasite,basal metabolic rate,trophic level,parental care,parasitized by,growth rate,egg mass,preys on,number of public records in bold,mutualistic with,middle toe length,invasive in,is killed by,body length,host of,onset of fertility,initial mortality rate,mortality rate doubling time,is eaten by,body temperature,sensory system,tarsometatarsus + middle toe length,has pathogen,motility,clutch/brood/litter size,is vector for,used for
0,Flaming sunbird,Animalia,Chordata,Aves,https://eol.org/pages/45517618,Aethopyga flagrans (Flaming Sunbird) is a species of birds in the family Sunbirds. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,7.3 g,Luzon Tropical Pine Forests,The Philippines,subtropical,10 dB,bipedal movement,apatite,,corneal eyes,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Flammulated bamboo tyrant,Animalia,Chordata,Aves,https://eol.org/pages/45513097,Hemitriccus flammulatus (Flammulated Bamboo Tyrant) is a species of birds in the family tyrant flycatchers. They are found in The Neotropics. They rely on flight to move around.,otoliths,The Neotropics,11.7 g,Beni Savanna,Bolivia,"subtropical,terrestrial",10 dB,bipedal movement,apatite,Decreasing,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Flammulated flycatcher,Animalia,Chordata,Aves,https://eol.org/pages/45511843,Deltarhynchus flammulatus (Flammulated Flycatcher) is a species of birds in the family tyrant flycatchers. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,17.2 g,Southern Pacific Dry Forests,Mexico,"arid,terrestrial",10 dB,bipedal movement,apatite,Decreasing,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Flammulated owl,Animalia,Chordata,Aves,https://eol.org/pages/55636839,Otus flammeolus (Flammulated Owl) is a species of  in the family typical owls. They are listed in cites appendix ii. They are native to The Neotropics. They are nocturnal. They have parental care (pair provides care). They rely on flight to move around.,,The Neotropics,,,United States,mountain,,flight,,,,,,,,bilaterally symmetric,,,The Neotropics,,,,invertivore,,terrestrial,8.1 years,1 /year,22 days,7.5 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Flammulated treehunter,Animalia,Chordata,Aves,https://eol.org/pages/1050223,Thripadectes flammulatus (Flammulated Treehunter) is a species of birds in the family ovenbirds. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,62 g,Venezuelan Andes Montane Forests,Colombia,"tropical,terrestrial",10 dB,bipedal movement,apatite,Stable,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Flappet lark,Animalia,Chordata,Aves,https://eol.org/pages/45515331,Mirafra rufocinnamomea (Flappet Lark) is a species of birds in the family larks. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,32.4 g,South Malawi Montane Forest-Grassland Mosaic,Mozambique,"grassland,terrestrial",10 dB,flight,apatite,Decreasing,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Flavescent bulbul,Animalia,Chordata,Aves,https://eol.org/pages/919957,Pycnonotus flavescens (Flavescent Bulbul) is a species of birds in the family bulbuls. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,35 g,Kinabalu Montane Alpine Meadows,China,tropical,10 dB,flight,apatite,,corneal eyes,,5000 Hz,,,,,,,,,,,Ficus concinna (Miq.) Miq.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Flavescent flycatcher,Animalia,Chordata,Aves,https://eol.org/pages/45513079,Myiophobus flavicans (Flavescent Flycatcher) is a species of birds in the family tyrant flycatchers. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,12.7 g,Santa Marta Montane Forests,Colombia,"subtropical,terrestrial",10 dB,bipedal movement,apatite,Stable,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Flavescent warbler,Animalia,Chordata,Aves,https://eol.org/pages/1052022,Myiothlypis flaveola (Flavescent Warbler) is a species of birds in the family New World warblers. They rely on flight to move around.,tympanic middle ear,,,,Bolivia,"tropical,terrestrial",10 dB,flight,apatite,Decreasing,corneal eyes,,5000 Hz,,,,,,,,,,,Cecropia pachystachya Trec. (Ambay pumpwood),,,,,,,,,,,,,,,,Haemoproteus,,,,,,,,,,,,,,,,,,,,,,
0,Flock bronzewing,Animalia,Chordata,Aves,https://eol.org/pages/1049800,Phaps histrionica (Flock Bronzewing) is a species of birds in the family Columbidae. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,355 g,Great Sandy-Tanami Desert,Australia,"grassland,terrestrial",20 dB,bipedal movement,apatite,Decreasing,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Floreana mockingbird,Animalia,Chordata,Aves,https://eol.org/pages/1047770,Mimus trifasciatus (Charles Mockingbird) is a species of birds in the family Mimidae. They are listed as endangered by IUCN. They rely on flight to move around.,tympanic middle ear,,,,Ecuador,"arid,terrestrial",10 dB,bipedal movement,apatite,Stable,corneal eyes,endangered,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Flores Sea cuckoodove,Animalia,Chordata,Aves,https://eol.org/pages/47042665,Macropygia macassariensis (Flores Sea Cuckoo Dove) is a species of birds in the family Columbidae. They rely on flight to move around.,tympanic middle ear,,,,,terrestrial,20 dB,flight,apatite,Stable,corneal eyes,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Flores Sea cuckoodove   ,Animalia,Chordata,Aves,https://eol.org/pages/47042665,Macropygia macassariensis (Flores Sea Cuckoo Dove) is a species of birds in the family Columbidae. They rely on flight to move around.,tympanic middle ear,,,,,terrestrial,20 dB,flight,apatite,Stable,corneal eyes,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Flores crow,Animalia,Chordata,Aves,https://eol.org/pages/917353,Corvus florensis (Flores Crow) is a species of birds in the family Corvidae. They are listed as endangered by IUCN. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,,Lesser Sundas Deciduous Forests,Indonesia,"tropical,terrestrial",10 dB,bipedal movement,apatite,Decreasing,corneal eyes,endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Flores green pigeon,Animalia,Chordata,Aves,https://eol.org/pages/45516258,Treron floris (Flores Green Pigeon) is a species of birds in the family Columbidae. They are listed as vulnerable by IUCN. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,,,Indonesia,"subtropical,terrestrial",20 dB,bipedal movement,apatite,Decreasing,corneal eyes,vulnerable,,,,,,,,,,,,,,,,,,,,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Flores hawkeagle,Animalia,Chordata,Aves,https://eol.org/pages/7257056,Nisaetus floris (Flores Hawk Eagle) is a species of birds in the family Accipitridae. They are listed as critically endangered by IUCN. They rely on flight to move around.,tympanic middle ear,,,,Indonesia,"montane forest,terrestrial",20 dB,bipedal movement,apatite,Decreasing,corneal eyes,critically endangered,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Flores monarch,Animalia,Chordata,Aves,https://eol.org/pages/45516886,Symposiachrus sacerdotum (Flores Monarch) is a species of birds in the family monarch flycatchers. They are listed as endangered by IUCN. They rely on flight to move around.,tympanic middle ear,,,,Indonesia,"subtropical,terrestrial",10 dB,flight,apatite,Decreasing,corneal eyes,endangered,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Flores scops owl,Animalia,Chordata,Aves,https://eol.org/pages/1036378,Otus alfredi (Flores Scops Owl) is a species of birds in the family typical owls. They are listed as endangered by IUCN and in cites appendix ii. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,,Lesser Sundas Deciduous Forests,Indonesia,terrestrial,-15 dB,bipedal movement,apatite,Decreasing,corneal eyes,endangered,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Florida scrub jay,Animalia,Chordata,Aves,https://eol.org/pages/45509989,"Aphelocoma coerulescens (Florida Jay) is a species of birds in the family Corvidae. They are listed as vulnerable by IUCN. They are native to United States and The Nearctic. They are diurnal omnivores. They have parental care (cooperative breeding, paternal care, and female provides care). They rely on flight to move around.",,The Neotropics,,,United States,,,,,Decreasing,,,,,,bilaterally symmetric,fruit,monogamous,United States,group living,,,,,terrestrial,,1 /year,17 days,,,,,,,,,,,,,0.335 /day,,,,,,,,,,,,,,,,,,,,,
0,Flutist wren,Animalia,Chordata,Aves,https://eol.org/pages/1053030,Microcerculus ustulatus (Fluting Wren) is a species of birds in the family wrens. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,22 g,,Brazil,"mountain,terrestrial",10 dB,bipedal movement,apatite,Stable,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Fluttering shearwater,Animalia,Chordata,Aves,https://eol.org/pages/1049465,Puffinus gavia (Fluttering Shearwater) is a species of birds in the family Procellariidae. They rely on flight to move around.,tympanic middle ear,,302 g,,Australia,"scrubland,terrestrial",20 dB,flight,apatite,Decreasing,corneal eyes,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,nectonic,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Fly River grassbird,Animalia,Chordata,Aves,https://eol.org/pages/58799879,Megalurus albolimbatus (Fly River Grass Warbler) is a species of  in the family Sylviidae.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Flying steamer duck,Animalia,Chordata,Aves,https://eol.org/pages/1048520,Tachyeres patachonicus (Flying Steamer Duck) is a species of birds in the family Anatidae. They are associated with freshwater habitat. They are found in The Neotropics. They rely on drag powered swimming and flight to move around.,tympanic middle ear,The Neotropics,2835 g,,Chile,"freshwater,marine",20 dB,bipedal movement,apatite,Decreasing,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,nectonic,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Foothill elaenia,Animalia,Chordata,Aves,https://eol.org/pages/45512966,Myiopagis olallai (Foothill Elaenia) is a species of birds in the family tyrant flycatchers. They rely on flight to move around.,tympanic middle ear,,14 g,,Colombia,"tropical,terrestrial",10 dB,bipedal movement,apatite,Decreasing,corneal eyes,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Foothill schiffornis,Animalia,Chordata,Aves,https://eol.org/pages/36654860,Schiffornis aenea (Foothill Schiffornis) is a species of birds in the family Tityridae. They rely on flight to move around.,otoliths,,,,Ecuador,tropical,10 dB,bipedal movement,apatite,,corneal eyes,,1000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Foothill screech owl,Animalia,Chordata,Aves,https://eol.org/pages/1226103,Megascops roraimae (Foothill Screech Owl) is a species of birds in the family typical owls. They rely on flight to move around.,tympanic middle ear,,,,,,-15 dB,flight,apatite,,corneal eyes,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Foothill screech owl   ,Animalia,Chordata,Aves,https://eol.org/pages/1226103,Megascops roraimae (Foothill Screech Owl) is a species of birds in the family typical owls. They rely on flight to move around.,tympanic middle ear,,,,,,-15 dB,flight,apatite,,corneal eyes,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Foothill stipplethroat,Animalia,Chordata,Aves,https://eol.org/pages/45512675,Epinecrophylla spodionota (Foothill Antwren) is a species of birds in the family typical antbirds. They rely on flight to move around.,otoliths,,,,Colombia,"subtropical,terrestrial",10 dB,bipedal movement,apatite,Decreasing,corneal eyes,,1000 Hz,,,,,,,,,,,,,,,,,1.343 pg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Forest batis,Animalia,Chordata,Aves,https://eol.org/pages/45515123,Batis mixta (Forest Batis) is a species of birds in the family Afrikansiepot. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,13.6 g,Serengeti Volcanic Grasslands,Botswana,coastal,10 dB,bipedal movement,apatite,,corneal eyes,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,Plasmodium subgen. Plasmodium,,,,,,,,,,,,,,,,,,,,,,
0,Forest bittern,Animalia,Chordata,Aves,https://eol.org/pages/45517755,Zonerodius heliosylus (Forest Bittern) is a species of birds in the family Ardeidae. They are listed as near threatened by IUCN. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,,Central Range Montane Rain Forests,Indonesia,terrestrial,20 dB,bipedal movement,apatite,Decreasing,corneal eyes,near threatened,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Forest buzzard,Animalia,Chordata,Aves,https://eol.org/pages/10408811,Buteo trizonatus (Forest Buzzard) is a species of birds in the family Accipitridae. They are listed as near threatened by IUCN. They rely on flight to move around.,tympanic middle ear,,,,Swaziland,"steppe,terrestrial",20 dB,bipedal movement,apatite,Stable,corneal eyes,near threatened,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Forest canary,Animalia,Chordata,Aves,https://eol.org/pages/45515718,Crithagra scotops (Forest Canary) is a species of birds in the family finches. They rely on flight to move around.,tympanic middle ear,,,,Swaziland,"subtropical,terrestrial",10 dB,bipedal movement,apatite,Stable,corneal eyes,,5000 Hz,,,,,,,,,,,Celtis africana Burm. fil. (Common celtis),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Forest elaenia,Animalia,Chordata,Aves,https://eol.org/pages/45511743,Myiopagis gaimardii (Forest Elaenia) is a species of birds in the family tyrant flycatchers. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,17 g,Gurupa Varzea,South Pacific,terrestrial,10 dB,flight,apatite,Stable,corneal eyes,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Forest fody,Animalia,Chordata,Aves,https://eol.org/pages/45515021,Foudia omissa (Forest Fody) is a species of birds in the family Weavers & allies. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,23.2 g,Madagascar Subhumid Forests,Madagascar,"tropical,terrestrial",10 dB,bipedal movement,apatite,Decreasing,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Forest honeyeater,Animalia,Chordata,Aves,https://eol.org/pages/45518560,Meliphaga montana (Forest Honeyeater) is a species of birds in the family honeyeaters. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,,Southeastern Papuan Rain Forests,South Pacific,montane forest,10 dB,flight,apatite,,corneal eyes,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Forest kingfisher,Animalia,Chordata,Aves,https://eol.org/pages/45516476,Todiramphus macleayii (Forest Kingfisher) is a species of birds in the family Alcedinidae. They rely on flight to move around.,tympanic middle ear,,43.1 g,,South Pacific,terrestrial,20 dB,flight,apatite,Decreasing,corneal eyes,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pisanianura,,,,,,,,,,,,,,,,,,,
0,Forest owlet,Animalia,Chordata,Aves,https://eol.org/pages/47363970,Athene blewitti (Forest Owlet) is a species of birds in the family typical owls. They are listed as endangered by IUCN. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,241 g,,India,terrestrial,-15 dB,flight,apatite,Decreasing,corneal eyes,endangered,,,,,,,,,,,,,,,,,,,,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Forest penduline tit,Animalia,Chordata,Aves,https://eol.org/pages/45514310,Anthoscopus flavifrons (Forest Penduline Tit) is a species of birds in the family penduline tits. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,,Mount Cameroon And Bioko Montane Forests,Gulf Of Guinea,"subtropical,terrestrial",10 dB,flight,apatite,Stable,corneal eyes,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Forest raven,Animalia,Chordata,Aves,https://eol.org/pages/45518683,Corvus tasmanicus (Forest Raven) is a species of birds in the family Corvidae. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,,Tasmanian Temperate Forests,South Pacific,"swamp,terrestrial",10 dB,flight,apatite,Decreasing,corneal eyes,,,,,,,,,,,,,Macropus (Notamacropus) rufogriseus (Desmarest 1817) (Bennett's Wallaby),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Forest robin,Animalia,Chordata,Aves,https://eol.org/pages/45514762,Stiphrornis erythrothorax (Forest Robin) is a species of birds in the family Old World flycatchers. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,15.6 g,Niger Delta Swamp Forests,Benin,,10 dB,bipedal movement,apatite,,corneal eyes,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,Haemoproteus,,,,,,,,,,,,,,,,,,,,,,
0,Forest rock thrush,Animalia,Chordata,Aves,https://eol.org/pages/45514786,Monticola sharpei (Forest Rock Thrush) is a species of birds in the family Old World flycatchers. They rely on flight to move around.,tympanic middle ear,,,,Madagascar,"subtropical,terrestrial",10 dB,bipedal movement,apatite,Decreasing,corneal eyes,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,Haemoproteus,,,,,,,,,,,,,,,,,,,,,,
0,Forest scrub robin,Animalia,Chordata,Aves,https://eol.org/pages/45514688,Cercotrichas leucosticta (Forest Scrub Robin) is a species of birds in the family Old World flycatchers. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,28 g,Eastern Guinean Forests,Angola,coastal,10 dB,bipedal movement,apatite,,corneal eyes,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Forest swallow,Animalia,Chordata,Aves,https://eol.org/pages/45515404,Petrochelidon fuliginosa (Forest Swallow) is a species of birds in the family swallows. They rely on flight to move around.,tympanic middle ear,,,,Gulf Of Guinea,,10 dB,flight,apatite,,corneal eyes,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Forest thrush,Animalia,Chordata,Aves,https://eol.org/pages/45510238,Turdus lherminieri (Forest Thrush) is a species of birds in the family thrushes. They are listed as near threatened by IUCN. They rely on flight to move around.,tympanic middle ear,,,,Dominica,"tropical,terrestrial",10 dB,bipedal movement,apatite,Unknown,corneal eyes,near threatened,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
