,Common Name,Kingdom,Phylum,Class,Link,Description,auditory system,biogeographic realm,body mass,geographic distribution includes,habitat,hearing threshold,locomotion,mineralized skeleton contains,population trend,type specimen repository,visual system,eats,foraging habitat,life span,prenatal development duration,weight,ecoregion,conservation status,hearing range,body shape,diet includes,mating system,native range includes,parental care,social system,trophic guild,growth rate,litters per year,has host,parasitized by,body temperature,egg mass,preys on,clutch/brood/litter size,basal metabolic rate,ecomorphological guild,body length,behavioral circadian rhythm,visits flowers of,genome size,visits,mutualistic with,number of public records in bold,bill length,tarsometatarsus + middle toe length,temperature at range midpoint latitude,host of,tarsus length,trophic level,middle toe length,symbiont of,has endoparasite,plant growth form,has ectoparasite,onset of fertility,is vector for,harvested in,used for,sensory system,is killed by,is eaten by,produces,spore arrangement,motility
0,Lawrences thrush,Animalia,Chordata,Aves,https://eol.org/pages/921664,Turdus lawrencii (Lawrence's Thrush) is a species of birds in the family thrushes. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,72.59999999999999 g,Bolivia,"tropical,terrestrial",10 dB,bipedal movement,apatite,Decreasing,,corneal eyes,,,,,,Guianan Highlands Moist Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Layards woodcreeper,Animalia,Chordata,Aves,https://eol.org/pages/44480388,Lepidocolaptes layardi (Layard's Woodcreeper) is a species of birds in the family ovenbirds. They rely on flight to move around.,tympanic middle ear,,,South Atlantic,tropical,10 dB,flight,apatite,,,corneal eyes,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Laysan albatross,Animalia,Chordata,Aves,https://eol.org/pages/45511265,"Phoebastria immutabilis (Laysan Albatross) is a species of birds in the family albatrosses. They are listed as near threatened by IUCN. They are native to Pacific Ocean. They are solitary, nocturnal carnivores. They have parental care (paternal care and female provides care). They rely on flight to move around.",,,,North Pacific,,,,,Stable,,,,,,64 days,,,,,bilaterally symmetric,eggs,monogamous,Pacific Ocean,,group living,molluscivore,,1 /year,,,,,,,7.462 watts,nectonic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Laysan duck,Animalia,Chordata,Aves,https://eol.org/pages/45510563,Anas laysanensis (Laysan Duck) is a species of birds in the family Anatidae. They are listed as critically endangered by IUCN and in cites appendix i. They are native to Pacific Ocean. They rely on flight and drag powered swimming to move around.,,"Oceania continent (Australia, NZ and islands)",,United States,lake,,flight,,Increasing,,,,,12 years,28 days,500 g,,,,bilaterally symmetric,,,Pacific Ocean,,group living,,,1 /year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Laysan finch,Animalia,Chordata,Aves,https://eol.org/pages/45510286,"Telespiza cantans (Laysan Finch) is a species of birds in the family finches. They are listed as vulnerable by IUCN. They are found in Oceania continent (Australia, NZ and islands). They rely on flight to move around.",tympanic middle ear,"Oceania continent (Australia, NZ and islands)",34.4 g,United States,,,bipedal movement,,Stable,,corneal eyes,,,12 years,16 days,33.3 g,,,,,,,,,,,,2 /year,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Laysan honeycreeper,Animalia,Chordata,Aves,https://eol.org/pages/45510310,Himatione fraithii (Laysan Honeycreeper) is a species of birds in the family finches. They rely on flight to move around.,tympanic middle ear,,,North Pacific,,10 dB,flight,apatite,,NHMUK,corneal eyes,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Laysan rail,Animalia,Chordata,Aves,https://eol.org/pages/45509113,Porzana palmeri (Laysan Rail) is a species of birds in the family rails. They are associated with freshwater habitat. They rely on flight to move around.,tympanic middle ear,,,United States,freshwater,20 dB,bipedal movement,apatite,,,corneal eyes,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Lazuli bunting,Animalia,Chordata,Aves,https://eol.org/pages/1052080,Passerina amoena (Lazuli Bunting) is a species of birds in the family cardinals. They are found in The Neotropics and The Nearctic. They are diurnal. They have parental care (pair provides care). They rely on flight to move around.,,The Neotropics,,Ohio,coastal,,flight,,Increasing,,corneal eyes,,terrestrial,9.9 years,12 days,1.3 g,,,,,,,,,,granivore,,1 /year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Lazuli kingfisher,Animalia,Chordata,Aves,https://eol.org/pages/45516475,Todiramphus lazuli (Lazuli Kingfisher) is a species of birds in the family Alcedinidae. They are listed as near threatened by IUCN. They rely on flight to move around.,tympanic middle ear,,,Indonesia,"subtropical,terrestrial",20 dB,bipedal movement,apatite,Stable,,corneal eyes,,,,,,,near threatened,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Lazuline sabrewing,Animalia,Chordata,Aves,https://eol.org/pages/45512249,Campylopterus falcatus (Lazuline Sabrewing) is a species of birds in the family hummingbirds. They are listed in cites appendix ii. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,7.2 g,Ecuador,"tropical,terrestrial",20 dB,bipedal movement,apatite,Unknown,,corneal eyes,,,,,,,cites appendix ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Lazy cisticola,Animalia,Chordata,Aves,https://eol.org/pages/45514475,Cisticola aberrans (Lazy Cisticola) is a species of birds in the family African warblers. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,16.9 g,Indian Ocean,tropical,10 dB,flight,apatite,,"Harvard UNiversity, Museum of Comparative Zoology",corneal eyes,,,,,,South Malawi Montane Forest-Grassland Mosaic,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Leachs storm petrel,Animalia,Chordata,Aves,https://eol.org/pages/45509015,"Oceanodroma leucorhoa (Leach's Storm Petrel) is a species of birds in the family storm petrels. They are found in Afrotropics, The Nearctic, The Neotropics, and the palearctic. They are diurnal. Individuals can grow to 48 cm. They have parental care (pair provides care). They rely on flight to move around.",,Afrotropics,,Pacific Ocean,,,flight,,,,,,marine pelagic,36 years,30 days,44.6 g,,,,,,,,,,vertivore,0.092 /day,1 /year,,,,,,,,nectonic,45 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Leaden antwren,Animalia,Chordata,Aves,https://eol.org/pages/45512701,Myrmotherula assimilis (Leaden Antwren) is a species of birds in the family typical antbirds. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,9.300000000000001 g,Bolivia,"subtropical,freshwater habitat",10 dB,bipedal movement,apatite,Decreasing,NHMUK,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Leaden flycatcher,Animalia,Chordata,Aves,https://eol.org/pages/45516913,Myiagra rubecula (Leaden Flycatcher) is a species of birds in the family monarch flycatchers. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,,South Pacific,"tropical,terrestrial",10 dB,flight,apatite,Stable,,corneal eyes,,,,,,Southeast Australia Temperate Forests,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Leaden honeyeater,Animalia,Chordata,Aves,https://eol.org/pages/45518413,Ptiloprora plumbea (Leaden Honeyeater) is a species of birds in the family honeyeaters. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,16.5 g,,"tropical,terrestrial",10 dB,flight,apatite,Stable,,corneal eyes,,,,,,Central Range Montane Rain Forests,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Leaf lorikeet,Animalia,Chordata,Aves,https://eol.org/pages/311599,Trichoglossus weberi (Flores Lorikeet) is a species of birds in the family Psittaculidae. They are listed as near threatened by IUCN. They rely on flight to move around.,tympanic middle ear,,,,"forest,terrestrial",20 dB,bipedal movement,apatite,Decreasing,,corneal eyes,,,,,,,near threatened,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Lears macaw,Animalia,Chordata,Aves,https://eol.org/pages/1177959,Anodorhynchus leari (Lear's Macaw) is a species of birds in the family parrots. They are listed as endangered by IUCN and in cites appendix i. They are found in The Neotropics. They are diurnal. They rely on flight to move around.,tympanic middle ear,The Neotropics,940 g,Brazil,"cliff,terrestrial",,bipedal movement,,Increasing,,corneal eyes,,,38.3 years,,940 g,,,,,,,,,,,,,,,,,,,,,,diurnal,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Least auklet,Animalia,Chordata,Aves,https://eol.org/pages/45509364,"Aethia pusilla (Least Auklet) is a species of birds in the family auks. They are native to Pacific Ocean, The Nearctic, and the Palearctic. They are diurnal carnivores. They have parental care (female provides care and paternal care). They rely on swimming, flight, and lift powered swimming to move around.",,,,North Pacific,,,,,Decreasing,,,,,,30 days,,,,,bilaterally symmetric,crustaceans,monogamous,Pacific Ocean,,group living,invertivore,0.221 /day,1 /year,,,,,,,,nectonic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Least bittern,Animalia,Chordata,Aves,https://eol.org/pages/45511335,Ixobrychus exilis (Least Bittern) is a species of birds in the family Ardeidae. They are listed as threatened by COSEWIC. They are associated with freshwater habitat. They are found in The Neotropics and The Nearctic. They are crepuscular. They have parental care (pair provides care). They rely on flight to move around.,tympanic middle ear,The Neotropics,86 g,United States,lake,,flight,,Stable,,corneal eyes,,freshwater,,17 days,,,,,,,,,,,vertivore,,,,,,,Lithobates Fitzinger 1843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Least flycatcher,Animalia,Chordata,Aves,https://eol.org/pages/45510902,Empidonax minimus (Least Flycatcher) is a species of birds in the family tyrant flycatchers. They are found in The Neotropics and The Nearctic. They are diurnal. They have parental care (pair provides care). They rely on flight to move around.,,The Neotropics,,United States,mountain,,flight,,Decreasing,,,Scarabaeidae (scarab beetles),terrestrial,8 years,14 days,10 g,,,,,,,,,,invertivore,,1.5 /year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Least grebe,Animalia,Chordata,Aves,https://eol.org/pages/45509026,Tachybaptus dominicus (Least Grebe) is a species of birds in the family grebes. They are associated with freshwater habitat. They are found in The Neotropics and The Nearctic. They rely on flight and drag powered swimming to move around.,tympanic middle ear,The Neotropics,167 g,Mexico,"river,freshwater habitat",,flight,apatite,Stable,,corneal eyes,Haliplidae (crawling water beetles),,,,,,,,,,,,,,,,,,,,,,,,nectonic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Least honeyguide,Animalia,Chordata,Aves,https://eol.org/pages/45514141,Indicator exilis (Least Honeyguide) is a species of birds in the family honeyguides. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,22.3 g,South Atlantic,"coastal,terrestrial",20 dB,flight,apatite,Unknown,NHMUK,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Least nighthawk,Animalia,Chordata,Aves,https://eol.org/pages/45512187,Chordeiles pusillus (Least Nighthawk) is a species of birds in the family Caprimulgidae. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,33.4 g,Bolivia,"tropical,terrestrial",20 dB,bipedal movement,apatite,Stable,,corneal eyes,,,,,,Alto Paraná Atlantic Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Least poorwill,Animalia,Chordata,Aves,https://eol.org/pages/45509461,Siphonorhis brewsteri (Least Poorwill) is a species of birds in the family Caprimulgidae. They are listed as near threatened by IUCN. They are found in The Neotropics. They rely on flight to move around.,otoliths,The Neotropics,,The Dominican Republic,"tropical,terrestrial",20 dB,bipedal movement,apatite,Decreasing,,corneal eyes,,,,,,Hispaniolan Moist Forests,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Least sandpiper,Animalia,Chordata,Aves,https://eol.org/pages/45509231,"Calidris minutilla (Least Sandpiper) is a species of birds in the family Scolopacidae. They are associated with freshwater habitat. They are found in The Nearctic, Oceania continent (Australia, NZ and islands), and The Neotropics. They are diurnal. They have parental care (pair provides care). They rely on flight to move around.",,The Nearctic,,Gulf Of Mexico,tundra,,flight,,Decreasing,,,,freshwater,16 years,20 days,4.06 g,,,,,,,,,,invertivore,,1 /year,,,,,,,,nectonic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Least seedsnipe,Animalia,Chordata,Aves,https://eol.org/pages/45512178,Thinocorus rumicivorus (Least Seedsnipe) is a species of birds in the family seedsnipes. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,59.9 g,South Pacific,"temperate,terrestrial",20 dB,flight,apatite,Stable,,corneal eyes,,,,,,Magellanic Subpolar Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Least storm petrel,Animalia,Chordata,Aves,https://eol.org/pages/45509011,Oceanodroma microsoma (Least Storm Petrel) is a species of birds in the family storm petrels. They are found in The Nearctic. They rely on flight to move around.,tympanic middle ear,The Nearctic,21.7 g,United States,tropical,20 dB,flight,apatite,,,corneal eyes,Engraulis,,,,,Baja California Desert,,,,,,,,,,,,,,,,,,,nectonic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Least tern,Animalia,Chordata,Aves,https://eol.org/pages/45509318,Sternula antillarum (Least Tern) is a species of birds in the family Laridae. They rely on flight to move around.,,,,United States,lagoon,,flight,,Decreasing,,corneal eyes,Fundulus diaphanus (Lesueur 1817) (Banded Killifish),,24.1 years,21 days,40 g,,,,,,,,,,,0.307 /day,,,,,,Sebastes paucispinis Ayres 1854 (Bocaccio rockfish),,,nectonic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,LeContes sparrow,Animalia,Chordata,Aves,https://eol.org/pages/45511203,Ammodramus leconteii (Le Conte's Sparrow) is a species of birds in the family Passerellidae. They are found in The Nearctic. They rely on flight to move around.,tympanic middle ear,The Nearctic,,United States,,10 dB,flight,apatite,,,corneal eyes,Agrostis gigantea Roth (black bent),,4.1 years,,,Central Canadian Shield Forests,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,LeContes thrasher,Animalia,Chordata,Aves,https://eol.org/pages/45510165,Toxostoma lecontei (Le Conte's Thrasher) is a species of birds in the family Mimidae. They are found in The Nearctic. They are diurnal. They have parental care (pair provides care). They rely on flight to move around.,,The Nearctic,,United States,arid,,flight,,Stable,,corneal eyes,,terrestrial,5.7 years,16 days,3.99 g,,,,,,,,,,invertivore,,1.5 /year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Legges flowerpecker,Animalia,Chordata,Aves,https://eol.org/pages/1051725,Dicaeum vincens (Legge's Flowerpecker) is a species of birds in the family Dicaeidae. They are listed as near threatened by IUCN. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,,Sri Lanka,terrestrial,10 dB,bipedal movement,apatite,Decreasing,,corneal eyes,,,,,,Sri Lanka Lowland Rain Forests,near threatened,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Legges hawkeagle,Animalia,Chordata,Aves,https://eol.org/pages/12119006,Nisaetus kelaarti (Legge's Hawk Eagle) is a species of birds in the family Accipitridae. They rely on flight to move around.,otoliths,,,India,mountain,20 dB,bipedal movement,apatite,,,corneal eyes,,,,,,,,1000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Lemon dove,Animalia,Chordata,Aves,https://eol.org/pages/1228377,Columba larvata larvata (Lemon Dove) is a subspecies of birds in the family Columbidae. They rely on flight to move around.,tympanic middle ear,,,,,20 dB,flight,apatite,,,corneal eyes,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Lesser adjutant,Animalia,Chordata,Aves,https://eol.org/pages/1049155,Leptoptilos javanicus (Lesser Adjutant) is a species of birds in the family Ciconiidae. They are listed as vulnerable by IUCN. They are associated with freshwater habitat. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,5230 g,United States,"marsh,marine",,flight,,Decreasing,,corneal eyes,,,31.1 years,,5710 g,,vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Lesser akialoa,Animalia,Chordata,Aves,https://eol.org/pages/45510314,Akialoa obscura (Lesser Akialoa) is a species of birds in the family finches. This species is extinct. They rely on flight to move around.,tympanic middle ear,,,United States,terrestrial,10 dB,flight,apatite,,,corneal eyes,,,,,,,extinct,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Lesser Antillean bullfinch,Animalia,Chordata,Aves,https://eol.org/pages/45510495,Loxigilla noctis (Lesser Antillean Bullfinch) is a species of birds in the family tanagers. They are found in The Neotropics. They visit flowers of azulejo. They rely on flight to move around.,tympanic middle ear,The Neotropics,23.4 g,Anguilla,"subtropical,terrestrial",,flight,,Stable,"Harvard UNiversity, Museum of Comparative Zoology",corneal eyes,Formicidae (ants),,,,,,,,,,,,,,,,,,,,,,,,,,,Cornutia pyramidata L. (azulejo),,,,,,,,,,,,,,,,,,,,,,,,,
0,Lesser Antillean flycatcher,Animalia,Chordata,Aves,https://eol.org/pages/920899,Myiarchus oberi (Lesser Antillean Flycatcher) is a species of birds in the family tyrant flycatchers. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,45 g,Antigua And Barbuda,"subtropical,terrestrial",10 dB,bipedal movement,apatite,Decreasing,,corneal eyes,,,,,,Windward Islands Moist Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Lesser Antillean pewee,Animalia,Chordata,Aves,https://eol.org/pages/1050411,Contopus latirostris (Lesser Antillean Pewee) is a species of birds in the family tyrant flycatchers. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,11.5 g,Dominica,"montane forest,terrestrial",10 dB,flight,apatite,Decreasing,,corneal eyes,Pyrellia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Lesser Antillean saltator,Animalia,Chordata,Aves,https://eol.org/pages/915853,Saltator albicollis (Lesser Antillean Saltator) is a species of birds in the family tanagers. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,44 g,Colombia,"tropical,terrestrial",10 dB,bipedal movement,apatite,Unknown,,corneal eyes,Pseudophoenix sargentii H. Wendl. ex Sarg. (Florida cherry palm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Lesser Antillean swift,Animalia,Chordata,Aves,https://eol.org/pages/1048558,Chaetura martinica (Lesser Antillean Swift) is a species of birds in the family swifts. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,12.5 g,Dominica,"tropical,terrestrial",20 dB,bipedal movement,apatite,Stable,,corneal eyes,,,,,,Leeward Islands Moist Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Lesser Antillean tanager,Animalia,Chordata,Aves,https://eol.org/pages/45510432,Tangara cucullata (Lesser Antillean Tanager) is a species of birds in the family tanagers. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,30.3 g,Grenada,tropical,10 dB,bipedal movement,apatite,,,corneal eyes,,,,,,Lesser Antillean Dry Forests,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Lesser coucal,Animalia,Chordata,Aves,https://eol.org/pages/45517805,"Centropus bengalensis (Lesser Coucal) is a species of birds in the family Cuculidae. They are found in australasia, the palearctic, and the indo-malayan realm. They rely on flight to move around.",tympanic middle ear,australasia,,Indian Ocean,terrestrial,20 dB,flight,apatite,Increasing,,corneal eyes,,,,,,Sumba Deciduous Forests,,5000 Hz,,,,,,,,,,,Ascaridia subaequalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Lesser crested tern,Animalia,Chordata,Aves,https://eol.org/pages/45513596,"Thalasseus bengalensis (Lesser Crested Tern) is a species of birds in the family Laridae. They are found in australasia, the indo-malayan realm, the palearctic, and Afrotropics. They rely on flight to move around.",tympanic middle ear,australasia,242 g,Africa,"subtropical,marine",,flight,,Stable,NHMUK,corneal eyes,Sprattus sprattus (Linnaeus 1758) (sprat),,,,,,,,,,,,,,,,,,,,,,,,nectonic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Lesser cuckoo,Animalia,Chordata,Aves,https://eol.org/pages/45518923,"Cuculus poliocephalus (Lesser Cuckoo) is a species of birds in the family Cuculidae. They are found in the palearctic, the indo-malayan realm, and Afrotropics. They rely on flight to move around.",tympanic middle ear,the palearctic,40 g,North Pacific,terrestrial,20 dB,flight,apatite,Stable,,corneal eyes,,,,,,Bohai Sea Saline Meadow,,,,,,,,,,,,Horornis fortipes Hodgson 1845 (Brown-flanked Bush Warbler),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Lesser cuckooshrike,Animalia,Chordata,Aves,https://eol.org/pages/47363685,Lalage fimbriata (Lesser Cuckooshrike) is a species of birds in the family cuckoo-shrikes. They rely on flight to move around.,tympanic middle ear,,,Indonesia,terrestrial,10 dB,flight,apatite,Decreasing,NHMUK,corneal eyes,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Lesser elaenia,Animalia,Chordata,Aves,https://eol.org/pages/45511746,Elaenia chiriquensis (Lesser Elaenia) is a species of birds in the family tyrant flycatchers. They are found in The Neotropics. They are diurnal. They have parental care (pair provides care). They rely on flight to move around.,tympanic middle ear,The Neotropics,15 g,South Atlantic,subtropical,,flight,apatite,,,corneal eyes,Alchornea glandulosa Poepp.,terrestrial,,,,,,,,,,,,,invertivore,,,,,,,,,,,,,,1.246 pg,,,,,,,,,,,,,,,,,,,,,,,,
0,Lesser fish eagle,Animalia,Chordata,Aves,https://eol.org/pages/59044909,Ichthyophaga humilis (Lesser Fish Eagle) is a species of . They are listed in cites appendix ii.,,,,Cambodia,,,,,,,,,,,,,,cites appendix ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Lesser flamingo,Animalia,Chordata,Aves,https://eol.org/pages/45513555,Phoeniconaias minor (Lesser Flamingo) is a species of birds in the family flamingos. They are listed as near threatened by IUCN and in cites appendix ii. They are associated with freshwater habitat. They rely on flight to move around.,tympanic middle ear,,,United States,"freshwater,terrestrial",,flight,apatite,Decreasing,,corneal eyes,,,41 years,,1500 g,,near threatened,,,,,,,,,,,,,,,,,,nectonic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Lesser florican,Animalia,Chordata,Aves,https://eol.org/pages/45516081,Sypheotides indicus (Lesser Florican) is a species of birds in the family bustards. They are listed as endangered by IUCN and in cites appendix ii. They rely on flight to move around.,tympanic middle ear,,,Pakistan,"grassland,terrestrial",20 dB,bipedal movement,apatite,Decreasing,,corneal eyes,,,,,,,endangered,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Lesser frigatebird,Animalia,Chordata,Aves,https://eol.org/pages/45511365,Fregata ariel (Lesser Frigatebird) is a species of birds in the family frigatebirds. They are found in the indo-malayan realm and The Neotropics. They are diurnal. They have parental care (pair provides care). They rely on flight to move around.,,the indo-malayan realm,,Somalia,marine,,flight,,Decreasing,,corneal eyes,,marine pelagic,27.6 years,,806 g,,,,,,,,,,vertivore,0.04 /day,,,,,,,,,nectonic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Lesser goldfinch,Animalia,Chordata,Aves,https://eol.org/pages/45510355,Spinus psaltria (Lesser Goldfinch) is a species of birds in the family finches. They visit flowers of common sowthistle and gum. They rely on flight to move around.,tympanic middle ear,,,California,"desert,terrestrial",,flight,apatite,Decreasing,,corneal eyes,Lagophylla ramosissima Nutt. (branched lagophylla),,,,,,,,,,,,,,,,,Centaurea solstitialis L. (yellow star-thistle),,,,,,,,,,Sonchus oleraceus L. (common sowthistle),,Eriogonum fasciculatum Benth. (California Buckwheat),,,,,,,,,,,,,,,,,,,,,,,
0,Lesser grass finch,Animalia,Chordata,Aves,https://eol.org/pages/1050326,Emberizoides ypiranganus (Grey Cheeked Grass Finch) is a species of birds in the family tanagers. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,22 g,Brazil,"temperate,terrestrial",10 dB,bipedal movement,apatite,Stable,,corneal eyes,,,,,,Uruguayan Savanna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Lesser green leafbird,Animalia,Chordata,Aves,https://eol.org/pages/45517587,Chloropsis cyanopogon (Lesser Green Leafbird) is a species of birds in the family leafbird. They are listed as near threatened by IUCN. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,25.3 g,Indian Ocean,"tropical,terrestrial",,flight,,Decreasing,,corneal eyes,Ficus stricta (Miq.) Miq.,,,,,,near threatened,,,,,,,,,,,,,,,,,,,,,,,,Ficus consociata Bl.,,,,,,,,,,,,,,,,,,,,,,
0,Lesser grey shrike,Animalia,Chordata,Aves,https://eol.org/pages/45513632,Lanius minor (Lesser Grey Shrike) is a species of birds in the family true shrikes. They are found in Afrotropics and the palearctic. They are diurnal. They have parental care (pair provides care). They rely on flight to move around.,tympanic middle ear,Afrotropics,46 g,Mozambique,tropical,,flight,,Decreasing,,corneal eyes,,terrestrial,,16 days,,,,,,,,,,,invertivore,,,,,,,,,,,,,,1.274 pg,,,,,,,,,,,,,,,,,,,,,,,,
